slope, srtm, tpi, twi, coarse, stream, hdist
0.16,0.46,0.7,0.2,0.73,0.72,0.4999166
0.16,0.46,0.7,0.2,0.72,0.72,0.5000419
0.16,0.47,0.7,0.2,0.72,0.72,0.5000968
0.17,0.46,0.7,0.2,0.72,0.72,0.5001306
0.16,0.47,0.71,0.2,0.72,0.72,0.5001352
0.16,0.47,0.71,0.21,0.72,0.72,0.500144
0.16,0.45,0.7,0.2,0.74,0.72,0.5001573
0.16,0.46,0.7,0.21,0.73,0.72,0.5001875
0.16,0.45,0.7,0.2,0.73,0.72,0.5001906
0.17,0.46,0.7,0.2,0.73,0.72,0.5002099
0.16,0.46,0.7,0.21,0.74,0.72,0.5002315
0.16,0.46,0.71,0.2,0.72,0.72,0.5002457
0.17,0.47,0.7,0.2,0.72,0.72,0.5002538
0.16,0.45,0.7,0.21,0.75,0.72,0.5002547
0.17,0.46,0.7,0.21,0.73,0.72,0.500275
0.16,0.45,0.7,0.2,0.75,0.72,0.5003112
0.16,0.46,0.7,0.21,0.72,0.71,0.5003203
0.16,0.46,0.7,0.2,0.74,0.72,0.5003206
0.17,0.45,0.7,0.2,0.73,0.72,0.5003206
0.16,0.45,0.7,0.21,0.74,0.72,0.5003351
0.16,0.44,0.7,0.2,0.74,0.72,0.5003394
0.16,0.46,0.71,0.21,0.73,0.72,0.5003423
0.18,0.47,0.7,0.21,0.72,0.72,0.5003647
0.18,0.46,0.7,0.2,0.72,0.72,0.500373
0.16,0.46,0.7,0.2,0.72,0.71,0.5003774
0.17,0.47,0.71,0.21,0.72,0.72,0.5003941
0.16,0.46,0.71,0.2,0.73,0.72,0.5003989
0.16,0.45,0.7,0.22,0.76,0.72,0.5003993
0.17,0.47,0.7,0.21,0.72,0.72,0.500402
0.16,0.46,0.7,0.21,0.72,0.72,0.5004191
0.17,0.46,0.7,0.21,0.74,0.72,0.5004214
0.16,0.44,0.7,0.2,0.75,0.72,0.500422
0.17,0.45,0.7,0.21,0.74,0.72,0.5004221
0.16,0.45,0.7,0.2,0.72,0.72,0.5004238
0.16,0.47,0.71,0.21,0.73,0.72,0.500429
0.16,0.46,0.71,0.22,0.74,0.72,0.500438
0.16,0.47,0.7,0.21,0.72,0.72,0.50044
0.18,0.47,0.7,0.2,0.72,0.72,0.5004445
0.17,0.47,0.71,0.2,0.72,0.72,0.5004507
0.16,0.47,0.71,0.22,0.73,0.72,0.5004511
0.16,0.47,0.7,0.21,0.73,0.72,0.5004571
0.16,0.47,0.7,0.2,0.73,0.72,0.5004652
0.18,0.46,0.7,0.21,0.73,0.72,0.5004683
0.17,0.45,0.7,0.2,0.74,0.72,0.5004737
0.16,0.45,0.7,0.22,0.75,0.72,0.5004779
0.16,0.44,0.7,0.21,0.75,0.72,0.5004826
0.16,0.45,0.7,0.21,0.76,0.72,0.500488
0.16,0.45,0.7,0.2,0.72,0.71,0.5004895
0.16,0.46,0.71,0.21,0.74,0.72,0.5004942
