slope, srtm, tpi, twi, coarse, stream, hdist
0, 0.62, 0.8, 0, 0.5, 0.85, 0.4944292
0, 0.62, 0.8, 0, 0.5, 0.86, 0.4945088
0, 0.62, 0.8, 0, 0.5, 0.87, 0.4945882
0, 0.62, 0.8, 0, 0.5, 0.88, 0.4948748
0, 0.62, 0.8, 0, 0.5, 0.89, 0.4951668
0, 0.62, 0.8, 0, 0.5, 0.9, 0.4954567
0, 0.62, 0.8, 0, 0.51, 0.85, 0.4944662
0, 0.62, 0.8, 0, 0.51, 0.86, 0.4945453
0, 0.62, 0.8, 0, 0.51, 0.87, 0.4946241
0, 0.62, 0.8, 0, 0.51, 0.88, 0.4947025
0, 0.62, 0.8, 0, 0.51, 0.89, 0.4949297
0, 0.62, 0.8, 0, 0.51, 0.9, 0.4952196
0, 0.62, 0.8, 0, 0.52, 0.85, 0.4945031
0, 0.62, 0.8, 0, 0.52, 0.86, 0.4945817
0, 0.62, 0.8, 0, 0.52, 0.87, 0.4946599
0, 0.62, 0.8, 0, 0.52, 0.88, 0.4947378
0, 0.62, 0.8, 0, 0.52, 0.89, 0.4948152
0, 0.62, 0.8, 0, 0.52, 0.9, 0.4949839
0, 0.62, 0.8, 0, 0.53, 0.85, 0.49454
0, 0.62, 0.8, 0, 0.53, 0.86, 0.494618
0, 0.62, 0.8, 0, 0.53, 0.87, 0.4946956
0, 0.62, 0.8, 0, 0.53, 0.88, 0.4947729
0, 0.62, 0.8, 0, 0.53, 0.89, 0.4948499
0, 0.62, 0.8, 0, 0.53, 0.9, 0.4949264
0, 0.62, 0.8, 0, 0.54, 0.85, 0.4945769
0, 0.62, 0.8, 0, 0.54, 0.86, 0.4946543
0, 0.62, 0.8, 0, 0.54, 0.87, 0.4947313
0, 0.62, 0.8, 0, 0.54, 0.88, 0.494808
0, 0.62, 0.8, 0, 0.54, 0.89, 0.4948844
0, 0.62, 0.8, 0, 0.54, 0.9, 0.4949603
0, 0.62, 0.8, 0, 0.55, 0.85, 0.4946136
0, 0.62, 0.8, 0, 0.55, 0.86, 0.4946905
0, 0.62, 0.8, 0, 0.55, 0.87, 0.4947669
0, 0.62, 0.8, 0, 0.55, 0.88, 0.494843
0, 0.62, 0.8, 0, 0.55, 0.89, 0.4949188
0, 0.62, 0.8, 0, 0.55, 0.9, 0.4949943
0, 0.62, 0.8, 0, 0.56, 0.85, 0.4946504
0, 0.62, 0.8, 0, 0.56, 0.86, 0.4947266
0, 0.62, 0.8, 0, 0.56, 0.87, 0.4948026
0, 0.62, 0.8, 0, 0.56, 0.88, 0.4948782
0, 0.62, 0.8, 0, 0.56, 0.89, 0.4949534
0, 0.62, 0.8, 0, 0.56, 0.9, 0.4950282
0, 0.62, 0.8, 0, 0.57, 0.85, 0.4946872
0, 0.62, 0.8, 0, 0.57, 0.86, 0.4947628
0, 0.62, 0.8, 0, 0.57, 0.87, 0.4948382
0, 0.62, 0.8, 0, 0.57, 0.88, 0.4949134
0, 0.62, 0.8, 0, 0.57, 0.89, 0.494988
0, 0.62, 0.8, 0, 0.57, 0.9, 0.4950623
0, 0.62, 0.81, 0, 0.5, 0.85, 0.4941217
0, 0.62, 0.81, 0, 0.5, 0.86, 0.4944192
0, 0.62, 0.81, 0, 0.5, 0.87, 0.4947144
0, 0.62, 0.81, 0, 0.5, 0.88, 0.495007
0, 0.62, 0.81, 0, 0.5, 0.89, 0.4952972
0, 0.62, 0.81, 0, 0.5, 0.9, 0.4955851
0, 0.62, 0.81, 0, 0.51, 0.85, 0.4941042
0, 0.62, 0.81, 0, 0.51, 0.86, 0.4941844
0, 0.62, 0.81, 0, 0.51, 0.87, 0.4944775
0, 0.62, 0.81, 0, 0.51, 0.88, 0.4947703
0, 0.62, 0.81, 0, 0.51, 0.89, 0.4950606
0, 0.62, 0.81, 0, 0.51, 0.9, 0.4953486
0, 0.62, 0.81, 0, 0.52, 0.85, 0.4941422
0, 0.62, 0.81, 0, 0.52, 0.86, 0.494222
0, 0.62, 0.81, 0, 0.52, 0.87, 0.4943012
0, 0.62, 0.81, 0, 0.52, 0.88, 0.4945351
0, 0.62, 0.81, 0, 0.52, 0.89, 0.4948255
0, 0.62, 0.81, 0, 0.52, 0.9, 0.4951135
0, 0.62, 0.81, 0, 0.53, 0.85, 0.4941801
0, 0.62, 0.81, 0, 0.53, 0.86, 0.4942593
0, 0.62, 0.81, 0, 0.53, 0.87, 0.4943381
0, 0.62, 0.81, 0, 0.53, 0.88, 0.4944165
0, 0.62, 0.81, 0, 0.53, 0.89, 0.4945919
0, 0.62, 0.81, 0, 0.53, 0.9, 0.4948801
