slope, srtm, tpi, twi, coarse, stream, hdist
0.2,0.5,0.75,0.3,0.8,0.75,0.5025127
0.15,0.5,0.75,0.3,0.7,0.7,0.5025851
0.15,0.5,0.75,0.3,0.75,0.75,0.5026719
0.15,0.5,0.75,0.3,0.8,0.75,0.5027147
0.15,0.5,0.75,0.3,0.8,0.8,0.5028955
0.2,0.5,0.75,0.3,0.8,0.8,0.5029199
0.2,0.5,0.75,0.3,0.75,0.75,0.5029388
0.25,0.5,0.75,0.3,0.8,0.75,0.5031575
0.3,0.55,0.75,0.3,0.7,0.75,0.5032451
0.25,0.5,0.75,0.3,0.8,0.8,0.5032655
0.25,0.5,0.75,0.3,0.75,0.75,0.5032976
0.2,0.5,0.75,0.3,0.7,0.7,0.5033067
0.35,0.55,0.75,0.3,0.75,0.8,0.5033268
0.35,0.55,0.75,0.3,0.8,0.8,0.503417
0.2,0.55,0.75,0.3,0.6,0.7,0.5034268
0.3,0.55,0.75,0.3,0.75,0.8,0.5034349
0.25,0.55,0.75,0.3,0.7,0.75,0.5034424
0.15,0.55,0.75,0.3,0.55,0.65,0.5034426
0.2,0.55,0.75,0.3,0.65,0.7,0.503453
0.3,0.55,0.75,0.3,0.8,0.8,0.5034622
0.15,0.5,0.75,0.3,0.75,0.7,0.5035546
0.35,0.5,0.7,0.3,0.75,0.75,0.5035954
0.3,0.5,0.75,0.3,0.8,0.8,0.5036057
0.2,0.55,0.75,0.3,0.65,0.75,0.5036266
0.25,0.55,0.75,0.3,0.75,0.8,0.5036309
0.2,0.55,0.75,0.3,0.7,0.75,0.5036496
0.15,0.5,0.75,0.3,0.75,0.8,0.5036503
0.15,0.55,0.75,0.3,0.6,0.7,0.503651
0.35,0.5,0.7,0.3,0.8,0.8,0.5036553
0.25,0.55,0.75,0.3,0.8,0.8,0.5036554
0.3,0.5,0.7,0.3,0.75,0.75,0.5036684
0.15,0.55,0.75,0.3,0.65,0.7,0.503675
0.2,0.55,0.75,0.3,0.75,0.75,0.5036757
0.25,0.55,0.75,0.3,0.7,0.8,0.5036852
0.25,0.5,0.7,0.3,0.7,0.7,0.503687
0.15,0.5,0.75,0.3,0.7,0.75,0.5036913
0.2,0.5,0.7,0.3,0.6,0.65,0.5037165
0.25,0.55,0.75,0.3,0.65,0.75,0.5037308
0.15,0.5,0.75,0.3,0.65,0.7,0.5037373
0.3,0.5,0.7,0.3,0.8,0.75,0.5037678
0.25,0.55,0.75,0.3,0.6,0.7,0.5037823
0.15,0.5,0.75,0.3,0.6,0.65,0.5037902
0.25,0.55,0.75,0.3,0.75,0.75,0.5037939
0.3,0.5,0.75,0.3,0.75,0.75,0.5037982
0.2,0.55,0.75,0.3,0.55,0.65,0.5038008
0.2,0.55,0.75,0.3,0.7,0.8,0.5038176
0.25,0.5,0.75,0.35,0.8,0.75,0.5038337
0.2,0.55,0.75,0.3,0.75,0.8,0.5038381
0.15,0.55,0.75,0.3,0.65,0.75,0.5038492
0.3,0.5,0.7,0.3,0.8,0.8,0.50385
0.2,0.55,0.75,0.3,0.8,0.8,0.5038601
