slope, srtm, tpi, twi, coarse, stream, hdist
0.18,0.5,0.75,0.3,0.74,0.72,0.5024263
0.19,0.5,0.75,0.3,0.75,0.73,0.5024349
0.19,0.5,0.75,0.3,0.74,0.72,0.5024361
0.19,0.5,0.75,0.3,0.76,0.73,0.5024422
0.17,0.5,0.75,0.3,0.74,0.72,0.5024672
0.18,0.5,0.75,0.3,0.75,0.73,0.5024732
0.17,0.5,0.75,0.3,0.75,0.72,0.5024767
0.19,0.5,0.75,0.3,0.76,0.74,0.5024793
0.18,0.5,0.75,0.3,0.76,0.73,0.5024824
0.19,0.5,0.75,0.3,0.77,0.74,0.5024883
0.18,0.5,0.75,0.3,0.77,0.73,0.5024918
0.19,0.5,0.75,0.3,0.78,0.74,0.5024975
0.16,0.5,0.75,0.3,0.73,0.72,0.5024992
0.18,0.5,0.75,0.3,0.75,0.72,0.502503
0.17,0.5,0.75,0.3,0.74,0.73,0.5025059
0.17,0.5,0.75,0.3,0.73,0.72,0.5025074
0.16,0.5,0.75,0.3,0.74,0.72,0.5025084
0.17,0.5,0.75,0.3,0.75,0.73,0.5025139
0.16,0.5,0.75,0.3,0.75,0.72,0.5025178
0.18,0.5,0.75,0.3,0.76,0.74,0.5025195
0.17,0.5,0.75,0.3,0.76,0.73,0.5025231
0.19,0.5,0.75,0.3,0.77,0.75,0.5025251
0.16,0.5,0.75,0.3,0.76,0.72,0.5025277
0.18,0.5,0.75,0.3,0.77,0.74,0.5025284
0.17,0.5,0.75,0.3,0.77,0.73,0.5025324
0.19,0.5,0.75,0.3,0.78,0.75,0.5025339
0.18,0.5,0.75,0.3,0.78,0.74,0.5025376
0.15,0.5,0.75,0.3,0.73,0.72,0.502541
0.16,0.5,0.75,0.3,0.74,0.73,0.5025461
0.15,0.5,0.75,0.3,0.74,0.72,0.5025502
0.17,0.5,0.75,0.3,0.75,0.74,0.5025513
0.16,0.5,0.75,0.3,0.75,0.73,0.5025551
0.15,0.5,0.75,0.3,0.75,0.72,0.5025594
0.17,0.5,0.75,0.3,0.76,0.74,0.5025602
0.16,0.5,0.75,0.3,0.76,0.73,0.5025642
0.18,0.5,0.75,0.3,0.77,0.75,0.5025652
0.15,0.5,0.75,0.3,0.76,0.72,0.5025687
0.17,0.5,0.75,0.3,0.77,0.74,0.502569
0.19,0.5,0.75,0.3,0.78,0.76,0.5025705
0.16,0.5,0.75,0.3,0.77,0.73,0.5025734
0.18,0.5,0.75,0.3,0.78,0.75,0.502574
0.18,0.5,0.75,0.3,0.76,0.75,0.5025761
0.18,0.5,0.75,0.3,0.75,0.74,0.502578
0.17,0.5,0.75,0.3,0.78,0.74,0.5025781
0.15,0.5,0.75,0.3,0.73,0.73,0.5025792
0.18,0.5,0.75,0.3,0.74,0.73,0.50258
0.15,0.5,0.75,0.3,0.72,0.72,0.502581
0.18,0.5,0.75,0.3,0.73,0.72,0.502582
0.16,0.5,0.75,0.3,0.78,0.73,0.5025826
0.15,0.5,0.75,0.3,0.74,0.73,0.5025879
0.16,0.5,0.75,0.3,0.75,0.74,0.5025926
0.15,0.5,0.75,0.3,0.75,0.73,0.5025968
0.17,0.5,0.75,0.3,0.76,0.75,0.5025974
0.16,0.5,0.75,0.3,0.76,0.74,0.5026013
0.18,0.5,0.75,0.3,0.77,0.76,0.5026022
0.15,0.5,0.75,0.3,0.76,0.73,0.5026058
0.17,0.5,0.75,0.3,0.77,0.75,0.502606
0.16,0.5,0.75,0.3,0.77,0.74,0.5026102
0.18,0.5,0.75,0.3,0.78,0.76,0.5026107
0.17,0.5,0.75,0.3,0.78,0.75,0.5026147
0.15,0.5,0.75,0.3,0.77,0.73,0.5026148
0.19,0.51,0.75,0.3,0.72,0.72,0.502618
0.16,0.5,0.75,0.3,0.78,0.74,0.5026192
0.19,0.5,0.75,0.3,0.77,0.73,0.5026231
0.15,0.5,0.75,0.3,0.78,0.73,0.502624
0.15,0.5,0.75,0.3,0.74,0.74,0.5026259
0.19,0.51,0.75,0.3,0.73,0.72,0.5026267
0.15,0.5,0.75,0.3,0.75,0.74,0.5026344
0.16,0.5,0.75,0.3,0.76,0.75,0.5026386
0.15,0.5,0.75,0.3,0.76,0.74,0.502643
0.17,0.5,0.75,0.3,0.77,0.76,0.502643
0.19,0.5,0.75,0.3,0.78,0.77,0.5026447
0.19,0.5,0.75,0.3,0.77,0.76,0.5026467
0.16,0.5,0.75,0.3,0.77,0.75,0.5026472
0.18,0.5,0.75,0.3,0.78,0.77,0.5026474
0.17,0.5,0.75,0.3,0.78,0.73,0.5026476
0.16,0.5,0.75,0.3,0.75,0.75,0.5026489
0.19,0.5,0.75,0.3,0.76,0.75,0.5026491
0.16,0.5,0.75,0.3,0.74,0.74,0.502651
0.17,0.5,0.75,0.3,0.78,0.76,0.5026515
0.19,0.5,0.75,0.3,0.75,0.74,0.5026515
0.15,0.5,0.75,0.3,0.77,0.74,0.5026518
0.16,0.5,0.75,0.3,0.73,0.73,0.5026532
0.19,0.5,0.75,0.3,0.74,0.73,0.502654
0.16,0.5,0.75,0.3,0.72,0.72,0.5026556
0.16,0.5,0.75,0.3,0.78,0.75,0.5026558
0.19,0.5,0.75,0.3,0.73,0.72,0.5026566
0.18,0.51,0.75,0.3,0.72,0.72,0.5026589
0.15,0.5,0.75,0.3,0.78,0.74,0.5026606
0.19,0.51,0.75,0.3,0.73,0.73,0.5026635
0.18,0.51,0.75,0.3,0.73,0.72,0.5026675
0.19,0.5,0.75,0.3,0.75,0.72,0.5026718
0.15,0.5,0.75,0.3,0.75,0.75,0.5026719
0.19,0.51,0.75,0.3,0.74,0.73,0.502672
0.16,0.5,0.75,0.3,0.76,0.76,0.5026758
0.18,0.51,0.75,0.3,0.74,0.72,0.5026763
0.15,0.5,0.75,0.3,0.76,0.75,0.5026802
0.19,0.51,0.75,0.3,0.75,0.73,0.5026805
0.16,0.5,0.75,0.3,0.77,0.76,0.5026841
0.17,0.5,0.75,0.3,0.78,0.77,0.5026881
0.15,0.5,0.75,0.3,0.77,0.75,0.5026888
0.16,0.5,0.75,0.3,0.78,0.76,0.5026925
0.18,0.51,0.75,0.3,0.72,0.73,0.5026961
0.17,0.5,0.75,0.3,0.76,0.72,0.5026965
0.15,0.5,0.75,0.3,0.78,0.75,0.5026973
0.17,0.51,0.75,0.3,0.72,0.72,0.5027005
0.19,0.5,0.75,0.31,0.75,0.72,0.5027034
0.18,0.51,0.75,0.3,0.73,0.73,0.5027044
0.19,0.5,0.74,0.3,0.73,0.72,0.5027046
0.19,0.51,0.75,0.3,0.74,0.74,0.5027086
0.17,0.51,0.75,0.3,0.73,0.72,0.502709
0.18,0.51,0.75,0.3,0.74,0.73,0.5027128
0.19,0.5,0.74,0.3,0.74,0.72,0.5027131
0.17,0.5,0.75,0.3,0.77,0.77,0.5027168
0.19,0.51,0.75,0.3,0.75,0.74,0.5027168
0.15,0.5,0.75,0.3,0.76,0.76,0.5027175
0.17,0.51,0.75,0.3,0.74,0.72,0.5027176
0.17,0.5,0.75,0.3,0.76,0.76,0.5027191
0.16,0.5,0.75,0.3,0.77,0.77,0.5027211
0.18,0.51,0.75,0.3,0.75,0.73,0.5027213
0.17,0.5,0.75,0.3,0.75,0.75,0.5027216
0.19,0.5,0.74,0.3,0.75,0.72,0.5027216
0.15,0.5,0.75,0.3,0.77,0.72,0.502722
0.17,0.5,0.75,0.3,0.74,0.74,0.5027242
0.17,0.5,0.75,0.3,0.78,0.78,0.5027248
0.19,0.51,0.75,0.3,0.76,0.74,0.5027251
0.15,0.5,0.75,0.3,0.77,0.76,0.5027257
0.17,0.5,0.75,0.3,0.73,0.73,0.5027271
0.16,0.5,0.75,0.3,0.78,0.77,0.5027292
0.18,0.51,0.75,0.3,0.76,0.73,0.5027298
0.17,0.5,0.75,0.3,0.72,0.72,0.50273
0.19,0.51,0.75,0.3,0.77,0.74,0.5027335
0.15,0.5,0.75,0.3,0.78,0.76,0.502734
0.18,0.5,0.75,0.31,0.74,0.72,0.5027361
0.19,0.51,0.75,0.3,0.73,0.74,0.5027364
0.17,0.51,0.75,0.3,0.72,0.73,0.5027377
0.18,0.5,0.74,0.3,0.72,0.72,0.5027377
0.19,0.51,0.75,0.3,0.72,0.73,0.5027394
0.18,0.51,0.75,0.3,0.73,0.74,0.5027413
0.19,0.51,0.75,0.3,0.78,0.74,0.5027419
0.16,0.51,0.75,0.3,0.72,0.72,0.5027425
0.18,0.5,0.75,0.31,0.75,0.72,0.5027445
0.19,0.51,0.75,0.3,0.74,0.75,0.5027451
0.17,0.51,0.75,0.3,0.73,0.73,0.5027459
0.18,0.5,0.74,0.3,0.73,0.72,0.502746
0.19,0.5,0.75,0.31,0.76,0.73,0.502748
0.18,0.51,0.75,0.3,0.74,0.74,0.5027494
0.19,0.5,0.74,0.3,0.74,0.73,0.5027498
0.16,0.51,0.75,0.3,0.73,0.72,0.5027509
0.19,0.51,0.75,0.3,0.75,0.75,0.5027531
0.17,0.51,0.75,0.3,0.74,0.73,0.5027542
0.18,0.5,0.74,0.3,0.74,0.72,0.5027544
