slope, srtm, tpi, twi, coarse, stream, hdist
0.28,0.55,0.5,0.09,0.95,0.53,0.1654882
0.27,0.55,0.5,0.09,0.95,0.53,0.1655092
0.26,0.55,0.5,0.09,0.95,0.53,0.1655312
0.28,0.55,0.51,0.09,0.95,0.53,0.1655454
0.25,0.55,0.5,0.09,0.95,0.53,0.1655546
0.27,0.55,0.51,0.09,0.95,0.53,0.1655662
0.24,0.55,0.5,0.09,0.95,0.53,0.1655797
0.28,0.55,0.5,0.1,0.95,0.53,0.1655873
0.26,0.55,0.51,0.09,0.95,0.53,0.1655882
0.28,0.55,0.52,0.09,0.95,0.53,0.1656034
0.28,0.55,0.5,0.09,0.94,0.53,0.1656055
0.27,0.55,0.5,0.1,0.95,0.53,0.1656086
0.25,0.55,0.51,0.09,0.95,0.53,0.1656115
0.27,0.55,0.52,0.09,0.95,0.53,0.1656243
0.27,0.55,0.5,0.09,0.94,0.53,0.1656268
0.26,0.55,0.5,0.1,0.95,0.53,0.165631
0.24,0.55,0.51,0.09,0.95,0.53,0.1656364
0.28,0.55,0.51,0.1,0.95,0.53,0.1656441
0.26,0.55,0.52,0.09,0.95,0.53,0.1656463
0.26,0.55,0.5,0.09,0.94,0.53,0.1656494
0.25,0.55,0.5,0.1,0.95,0.53,0.1656546
0.28,0.55,0.53,0.09,0.95,0.53,0.1656624
0.28,0.55,0.51,0.09,0.94,0.53,0.165663
0.27,0.55,0.51,0.1,0.95,0.53,0.1656655
0.25,0.55,0.52,0.09,0.95,0.53,0.1656694
0.25,0.55,0.5,0.09,0.94,0.53,0.1656732
0.24,0.55,0.5,0.1,0.95,0.53,0.1656801
0.27,0.55,0.53,0.09,0.95,0.53,0.1656831
0.27,0.55,0.51,0.09,0.94,0.53,0.1656843
0.28,0.55,0.5,0.11,0.95,0.53,0.1656869
0.26,0.55,0.51,0.1,0.95,0.53,0.1656879
0.24,0.55,0.52,0.09,0.95,0.53,0.1656939
0.24,0.55,0.5,0.09,0.94,0.53,0.1656987
0.28,0.55,0.52,0.1,0.95,0.53,0.1657019
0.26,0.55,0.53,0.09,0.95,0.53,0.1657051
0.28,0.55,0.5,0.1,0.94,0.53,0.1657052
0.26,0.55,0.51,0.09,0.94,0.53,0.1657069
0.27,0.55,0.5,0.11,0.95,0.53,0.1657086
0.25,0.55,0.51,0.1,0.95,0.53,0.1657113
0.28,0.55,0.52,0.09,0.94,0.53,0.1657215
0.28,0.55,0.54,0.09,0.95,0.53,0.165722
0.27,0.55,0.52,0.1,0.95,0.53,0.1657232
0.28,0.55,0.5,0.09,0.93,0.53,0.1657243
0.27,0.55,0.5,0.1,0.94,0.53,0.1657269
0.25,0.55,0.53,0.09,0.95,0.53,0.1657282
0.25,0.55,0.51,0.09,0.94,0.53,0.1657305
0.26,0.55,0.5,0.11,0.95,0.53,0.1657315
0.28,0.54,0.5,0.09,0.95,0.53,0.1657343
0.24,0.55,0.51,0.1,0.95,0.53,0.1657365
0.27,0.55,0.54,0.09,0.95,0.53,0.1657427
0.27,0.55,0.52,0.09,0.94,0.53,0.1657428
0.28,0.55,0.51,0.11,0.95,0.53,0.1657436
0.26,0.55,0.52,0.1,0.95,0.53,0.1657456
0.27,0.55,0.5,0.09,0.93,0.53,0.1657462
0.26,0.55,0.5,0.1,0.94,0.53,0.1657498
0.24,0.55,0.53,0.09,0.95,0.53,0.1657527
0.25,0.55,0.5,0.11,0.95,0.53,0.1657553
0.24,0.55,0.51,0.09,0.94,0.53,0.1657556
0.27,0.54,0.5,0.09,0.95,0.53,0.1657561
0.28,0.55,0.53,0.1,0.95,0.53,0.1657605
0.28,0.55,0.51,0.1,0.94,0.53,0.1657624
0.26,0.55,0.54,0.09,0.95,0.53,0.1657648
0.26,0.55,0.52,0.09,0.94,0.53,0.1657653
0.27,0.55,0.51,0.11,0.95,0.53,0.1657653
0.25,0.55,0.52,0.1,0.95,0.53,0.165769
0.26,0.55,0.5,0.09,0.93,0.53,0.1657693
0.25,0.55,0.5,0.1,0.94,0.53,0.1657737
0.26,0.54,0.5,0.09,0.95,0.53,0.165779
0.28,0.55,0.53,0.09,0.94,0.53,0.1657808
0.24,0.55,0.5,0.11,0.95,0.53,0.1657809
0.27,0.55,0.53,0.1,0.95,0.53,0.1657817
0.28,0.55,0.51,0.09,0.93,0.53,0.1657823
0.28,0.55,0.55,0.09,0.95,0.53,0.1657824
0.27,0.55,0.51,0.1,0.94,0.53,0.1657841
0.28,0.55,0.5,0.12,0.95,0.53,0.1657873
0.25,0.55,0.54,0.09,0.95,0.53,0.1657878
0.26,0.55,0.51,0.11,0.95,0.53,0.1657881
0.25,0.55,0.52,0.09,0.94,0.53,0.1657887
0.28,0.54,0.51,0.09,0.95,0.53,0.1657914
0.25,0.55,0.5,0.09,0.93,0.53,0.1657936
0.24,0.55,0.52,0.1,0.95,0.53,0.1657938
0.24,0.55,0.5,0.1,0.94,0.53,0.1657994
0.28,0.55,0.52,0.11,0.95,0.53,0.1658012
0.27,0.55,0.53,0.09,0.94,0.53,0.1658019
0.27,0.55,0.55,0.09,0.95,0.53,0.1658029
0.25,0.54,0.5,0.09,0.95,0.53,0.1658032
0.26,0.55,0.53,0.1,0.95,0.53,0.1658041
0.27,0.55,0.51,0.09,0.93,0.53,0.1658043
0.28,0.55,0.5,0.11,0.94,0.53,0.1658052
0.26,0.55,0.51,0.1,0.94,0.53,0.1658071
0.27,0.55,0.5,0.12,0.95,0.53,0.1658094
0.25,0.55,0.51,0.11,0.95,0.53,0.1658119
0.24,0.55,0.54,0.09,0.95,0.53,0.1658124
0.27,0.54,0.51,0.09,0.95,0.53,0.1658133
0.24,0.55,0.52,0.09,0.94,0.53,0.1658135
0.24,0.55,0.5,0.09,0.93,0.53,0.1658194
0.28,0.55,0.54,0.1,0.95,0.53,0.1658198
0.28,0.55,0.52,0.1,0.94,0.53,0.1658205
0.27,0.55,0.52,0.11,0.95,0.53,0.1658228
0.26,0.55,0.53,0.09,0.94,0.53,0.1658244
0.28,0.55,0.5,0.1,0.93,0.53,0.1658245
0.26,0.55,0.55,0.09,0.95,0.53,0.1658249
0.26,0.55,0.51,0.09,0.93,0.53,0.1658272
0.27,0.55,0.5,0.11,0.94,0.53,0.1658273
0.25,0.55,0.53,0.1,0.95,0.53,0.1658274
0.24,0.54,0.5,0.09,0.95,0.53,0.1658291
0.25,0.55,0.51,0.1,0.94,0.53,0.1658309
0.26,0.55,0.5,0.12,0.95,0.53,0.1658325
0.28,0.54,0.5,0.1,0.95,0.53,0.1658337
0.26,0.54,0.51,0.09,0.95,0.53,0.1658363
0.24,0.55,0.51,0.11,0.95,0.53,0.1658371
0.27,0.55,0.54,0.1,0.95,0.53,0.1658408
0.28,0.55,0.54,0.09,0.94,0.53,0.1658409
