slope, srtm, tpi, twi, coarse, stream, hdist
0.2, 0.65, 0.45, 0.55, 0.7, 0.7, 0.1997083
0.2, 0.65, 0.45, 0.55, 0.7, 0.71, 0.199512
0.2, 0.65, 0.45, 0.55, 0.7, 0.72, 0.1993238
0.2, 0.65, 0.45, 0.55, 0.7, 0.73, 0.1991448
0.2, 0.65, 0.45, 0.55, 0.7, 0.74, 0.1989759
0.2, 0.65, 0.45, 0.55, 0.7, 0.75, 0.1988169
0.2, 0.65, 0.45, 0.55, 0.71, 0.7, 0.19984
0.2, 0.65, 0.45, 0.55, 0.71, 0.71, 0.1996406
0.2, 0.65, 0.45, 0.55, 0.71, 0.72, 0.199449
0.2, 0.65, 0.45, 0.55, 0.71, 0.73, 0.1992662
0.2, 0.65, 0.45, 0.55, 0.71, 0.74, 0.1990921
0.2, 0.65, 0.45, 0.55, 0.71, 0.75, 0.1989288
0.2, 0.65, 0.45, 0.55, 0.72, 0.7, 0.1999766
0.2, 0.65, 0.45, 0.55, 0.72, 0.71, 0.1997738
0.2, 0.65, 0.45, 0.55, 0.72, 0.72, 0.1995793
0.2, 0.65, 0.45, 0.55, 0.72, 0.73, 0.1993926
0.2, 0.65, 0.45, 0.55, 0.72, 0.74, 0.1992145
0.2, 0.65, 0.45, 0.55, 0.72, 0.75, 0.1990457
0.2, 0.65, 0.45, 0.55, 0.73, 0.7, 0.2001178
0.2, 0.65, 0.45, 0.55, 0.73, 0.71, 0.1999108
0.2, 0.65, 0.45, 0.55, 0.73, 0.72, 0.1997134
0.2, 0.65, 0.45, 0.55, 0.73, 0.73, 0.1995234
0.2, 0.65, 0.45, 0.55, 0.73, 0.74, 0.1993425
0.2, 0.65, 0.45, 0.55, 0.73, 0.75, 0.1991691
0.2, 0.65, 0.45, 0.55, 0.74, 0.7, 0.2002641
0.2, 0.65, 0.45, 0.55, 0.74, 0.71, 0.2000539
0.2, 0.65, 0.45, 0.55, 0.74, 0.72, 0.1998529
0.2, 0.65, 0.45, 0.55, 0.74, 0.73, 0.1996596
0.2, 0.65, 0.45, 0.55, 0.74, 0.74, 0.1994749
0.2, 0.65, 0.45, 0.55, 0.74, 0.75, 0.199299
0.2, 0.65, 0.45, 0.55, 0.75, 0.7, 0.2004157
0.2, 0.65, 0.45, 0.55, 0.75, 0.71, 0.200202
0.2, 0.65, 0.45, 0.55, 0.75, 0.72, 0.1999969
0.2, 0.65, 0.45, 0.55, 0.75, 0.73, 0.1998006
0.2, 0.65, 0.45, 0.55, 0.75, 0.74, 0.1996118
0.2, 0.65, 0.45, 0.55, 0.75, 0.75, 0.1994328
0.2, 0.65, 0.45, 0.56, 0.7, 0.7, 0.1996804
0.2, 0.65, 0.45, 0.56, 0.7, 0.71, 0.1994856
0.2, 0.65, 0.45, 0.56, 0.7, 0.72, 0.1992996
0.2, 0.65, 0.45, 0.56, 0.7, 0.73, 0.1991232
0.2, 0.65, 0.45, 0.56, 0.7, 0.74, 0.1989562
0.2, 0.65, 0.45, 0.56, 0.7, 0.75, 0.1987989
0.2, 0.65, 0.45, 0.56, 0.71, 0.7, 0.1998101
0.2, 0.65, 0.45, 0.56, 0.71, 0.71, 0.1996117
