id	slope	elevation	tpi	twi	coarse	stream
434	4.810032	591.3891	23.04044	0.309886	15.03101	78.6112
435	6.592472	421.9902	17.60141	0.029174	12.6092	80.0572
436	4.148094	514.0686	24.2313	0.849593	10.3183	77.7526
437	5.981287	506.882	20.47079	0.353994	10.91111	75.275
438	5.204913	547.2614	11.2346	-0.03325	11.91837	54.2401
439	5.147852	547.3626	17.16883	0.819519	11.47826	42.1358
440	4.687751	503.0717	24.1547	1.217579	11.73016	80.2734
441	4.902633	521.8571	23.05311	0.292979	11.60606	55.971
442	4.942786	556.6869	22.91173	0.361059	13.92593	67.2582
443	4.548256	672.4901	21.30856	0.014627	13.89958	56.309
444	4.26119	502.4533	16.81155	0.61512	14	69.7284
445	3.05292	487.3828	27.40874	0.59171	12.77465	54.2968
446	11.2258	572.6903	9.202567	-0.28698	15.44595	70.8869
447	8.685796	564.0486	15.06106	0.183368	15.30709	77.789
448	8.894414	598.6484	12.98774	-0.39732	14.79104	68.7007
449	10.96581	636.1361	8.688755	-1.00867	15.04545	59.8356
450	4.50808	497.2544	21.53603	0.516239	12.46914	74.757
451	3.986613	540.1803	23.98035	-0.01499	14.26563	31.8077
452	3.534933	601.2047	24.37265	0.092072	12.83019	37.681
453	3.379036	488.0747	27.03837	0.374338	12.2349	56.2018
454	3.956137	553.6019	25.76054	0.065623	13.28972	43.6926
455	1.700265	209.464	32.6507	1.259486	6.493776	38.1469
456	6.257233	689.684	13.82143	-0.59857	14.81739	44.6005
457	3.59983	602.2698	27.46846	0.571264	13.38255	57.7453
458	3.927888	566.7757	28.05585	0.318975	13.91031	37.8916
459	4.981829	590.8116	21.28206	-0.09396	14.09091	50.0887
460	3.633333	284.9016	22.54763	0.376391	10.36416	53.6106
461	4.873686	705.3579	18.81148	0.859929	13.01274	90.3734
462	5.642995	710.5	14.66263	-0.9766	13.26923	1.1885
463	6.23834	765.7067	16.70857	-0.94072	16.07778	26.8903
464	4.460451	652.998	18.33884	-0.16185	13.34965	29.2206
465	3.934391	597.3087	23.11845	0.173472	14.49327	34.3321
466	4.410336	650.701	28.28902	0.775393	13.36364	96.6992
467	4.990927	717.1301	17.8825	0.02217	16.09694	41.0873
468	2.8461	578.2899	20.33988	0.706637	12.83333	63.8672
469	4.660063	571.4039	18.12359	0.235266	13.78218	49.3427
470	3.72477	507.545	21.9032	0.818491	14.05085	49.9927
471	2.991696	527.8253	27.49699	0.808191	13.28125	53.0768
472	4.057118	520.1467	20.49228	0.07031	15.07143	31.3283
473	4.416771	608.7651	22.57137	-0.07586	13.81301	41.0968
474	5.748751	571.4868	16.76059	0.027817	13.92628	70.1566
475	8.447879	524.287	7.558462	-0.15467	14.83051	81.8492
476	4.524739	580.464	20.01146	0.365926	12.16271	68.8535
477	4.64769	595.6593	20.67757	-0.12757	13.76279	35.2837
478	3.209909	490.7674	27.0124	0.638238	12.54494	46.1131
479	3.466184	491.6603	29.86135	0.226909	11.15038	57.6308
480	3.777369	451.0125	28.70784	0.217848	10.43871	63.3006
481	3.233953	444.4627	33.89443	0.203373	11.25	52.4091
482	7.628041	519.0455	12.07415	-0.49153	14.98844	47.4394
483	3.817054	631.4473	28.99364	0.61182	12.18182	76.8522
484	3.010535	454.4439	18.70186	0.789685	11.60317	60.8297
485	5.348525	522.0416	20.0374	0.425192	13.53704	54.8633
486	4.780793	425.9437	18.66002	-0.12193	14.97554	47.4852
487	5.070253	719.0727	17.38642	-0.15021	15.47619	43.6003
488	6.934786	497.3886	18.06306	0.702525	13.50218	80.6039
489	5.825307	541.9177	14.97862	-0.35806	14.54688	50.2315
490	4.582141	537.5889	18.24899	-0.27667	13.37313	22.1005
491	3.637996	562.7063	23.71701	0.490563	12.87444	40.4391
492	5.669277	586.6739	14.67582	-0.20907	13.15094	90.8537
493	5.106915	602.5045	18.75525	0.160363	13.94343	60.9615
494	5.75285	575.9068	23.27567	0.289036	13.66667	66.4438
495	5.451016	582.7619	25.08026	-0.10071	13.26667	71.2976
496	4.209436	538.4839	20.60997	0.444816	12.91582	62.5519
497	3.318968	500.531	24.36577	0.116142	11.69231	63.6147
498	3.529932	510.2687	23.59865	0.474093	14.13816	66.5742
499	4.339573	546.0038	19.51715	0.018402	15.94444	44.1647
500	5.727672	452.3511	15.80879	0.202857	14.31765	58.3941
501	4.059347	528.1924	16.5939	-0.29066	13.47059	51.0749
502	3.566111	545.655	22.97262	0.372196	13.84	65.8196
503	3.110751	506.5281	22.48626	0.398618	11.89565	40.1743
504	4.54893	485.8171	17.95646	0.330168	12.67442	69.8659
505	4.664905	507.0246	22.70921	0.203886	13.01754	63.3305
506	4.12088	506.6397	21.60635	1.561336	12.81481	91.9234
507	4.303164	487.5805	24.76824	1.386554	12.61194	95.7231
508	4.203315	535.6789	23.19131	-0.21665	14.02979	25.8044
509	5.039567	563.243	19.204	-0.14332	13.29688	44.0711
510	3.338253	531.3365	24.94905	1.031846	13.44048	60.3446
511	5.024457	558.1693	19.93914	0.191868	13.35632	68.0633
512	4.197776	576.2402	21.68256	0.020858	14.11111	32.3541
513	4.360257	442.8435	27.06899	0.943825	10.80313	54.2528
514	6.090717	290.2269	20.13669	0.028531	11.45455	61.3256
515	6.580782	312.7159	17.59534	0.109076	12.06771	59.4039
516	4.082925	446.7561	27.17633	0.580664	11.32346	56.8937
517	13.96691	557.9333	7.691174	-1.58208	15.85714	6.2788
518	15.36067	455.55	12.58685	-0.26322	16.16471	72.6409
519	14.41458	446.7437	9.673255	0.198649	16.05	85.4415
520	5.360852	566.7425	19.90538	0.223834	13.43922	80.5275
521	4.254279	527.239	23.20792	0.398332	14.29932	52.8781
522	4.68059	454.7489	20.14273	0.299925	12.25753	53.2565
523	4.966088	522.518	20.86609	-0.07294	13.45652	61.9058
524	3.600455	560.147	29.35129	0.44696	13.04878	46.9603
525	4.846483	548.0907	20.21246	0.048923	13.72845	62.1329
526	5.003166	436.3899	27.32533	0.630641	11.98889	73.7015
527	5.312803	504.2899	17.30825	-0.15885	14.47872	52.6141
528	4.524962	519.6094	18.29514	-0.24774	13.46939	46.4709
529	7.671897	459.6473	12.64412	0.233134	14.02941	87.6309
530	3.971956	520.5253	20.29468	0.356014	12.81855	73.5335
531	3.964001	549.7933	27.38966	-0.0978	13	37.1308
532	4.462756	544.1415	20.58945	0.138413	11.58772	51.1735
533	4.932775	463.6184	23.67804	0.185976	11.56291	65.8995
534	4.814305	418.4034	17.9504	0.147168	13.14286	54.2126
535	4.587491	433.9037	18.62448	0.366503	13.02542	61.0504
536	6.064213	406.9425	15.15782	0.624207	13.19048	63.6056
537	3.575591	426.5836	14.31113	0.684409	11.83784	53.4274
538	2.312919	401.7076	30.92697	1.033238	11.3	65.8344
539	2.865865	382.2049	23.37529	0.454804	11.65347	41.1301
540	5.436212	538.4351	23.04847	0.390684	14.82178	70.6316
541	3.243787	472.2955	29.05826	0.64348	11.52555	58.8375
542	4.627858	458.3217	21.61896	-0.06107	11.94382	40.1234
543	4.186768	422.3491	20.26566	0.303692	11.30169	57.7845
544	5.904134	409.7708	23.82835	0.970061	14.83453	62.9656
545	5.788796	502.8811	26.10329	0.669062	13.63636	60.2863
546	6.137274	503.3604	18.06357	1.018174	14.07547	67.5856
547	4.910019	528.6742	21.47671	0.128619	13.61111	53.7104
548	5.109479	517.5049	17.06402	0.58212	14.30909	85.1452
549	4.949725	500.085	17.70616	0.246078	14.62319	57.1938
550	3.662505	491.0505	27.72744	0.578657	13.57692	76.261
551	6.455034	552.2422	13.00351	-0.48282	14.46875	15.0507
552	4.381577	461.4075	19.05897	0.489789	13.09302	81.4456
553	2.862235	451.6905	25.45146	0.055514	12.29412	40.328
554	4.189988	470.5307	20.66697	0.420115	13.0625	70.1449
555	10.03817	671.2532	8.763102	-0.94889	15.77459	32.0321
556	5.363602	526.0804	21.02913	0.540624	13.175	76.0817
557	4.267653	561.3921	21.62205	0.144789	13.15774	57.9965
558	5.589248	597.545	17.59218	0.101747	14.20561	67.1004
559	3.691877	518.94	22.63325	0.280993	14.20625	44.7468
560	3.365373	347.6437	25.56008	0.831873	9.708155	73.8452
561	3.178002	326.8964	26.11334	0.918068	8.598425	76.3427
562	2.094753	445.1222	31.4992	1.422289	10.65263	75.5218
563	1.314192	210.7798	39.7483	1.817279	6.28821	54.3701
564	4.608058	500.8912	17.88665	0.581883	14.57937	65.8566
565	4.45072	622.3983	20.10386	-0.26605	14.9798	34.7322
566	4.371906	489.1941	20.51867	0.4073	14.28571	47.6039
567	5.867259	490.6938	19.69288	0.217328	13.36398	58.5556
568	2.781172	341.0041	27.25466	0.822256	8.708738	84.1637
569	6.009973	528.3408	15.71459	-0.33201	13.61905	89.7742
570	3.963356	536.9518	22.74899	0.468142	12.40316	59.2881
571	5.914251	663.1964	16.96747	0.415167	14.92208	71.7797
572	5.279449	672.207	19.4694	0.259076	15.88108	62.2333
573	2.586882	544.6132	28.65883	1.042884	12.75516	67.1642
574	4.747721	485.9307	24.68085	-0.003	11.98276	28.8001
575	3.884422	600.5209	24.7213	0.576051	14.00877	58.2125
576	4.026168	479.8148	24.46516	0.568431	12.06533	61.0288
577	2.955293	224.3505	32.73763	0.558061	7.254386	94.4728
578	2.92616	307.0471	28.07789	0.391049	7.957547	49.8908
579	5.33352	691.1826	18.36671	0.352606	13.49545	60.512
580	3.102903	532.1127	25.22182	0.999274	13.04132	70.9069
581	2.914119	478.0566	26.77285	0.392278	12.28333	37.8252
582	3.489025	484.6092	24.08728	0.110557	13.23077	58.5322
583	4.596655	470.2203	24.09319	0.653329	11.19298	68.2424
584	7.292894	649.7167	10.78293	-1.03927	14.65385	1.8864
585	2.930586	244.3132	28.86232	1.107489	7.89071	67.9118
586	3.845781	545.268	15.86597	0.000413	14.41739	24.0878
587	5.37926	423.1978	23.06309	0.093074	13.77442	53.9403
588	4.650381	515.8737	19.52179	0.155171	11.92593	57.363
589	2.106922	526.8163	41.90623	1.207471	11.40741	78.1129
590	6.267452	419.965	16.81773	0.158551	11.69565	59.2737
591	1.95395	215.9861	28.75978	1.944221	7.69375	47.6569
592	3.383108	611.6275	24.36805	0.177777	12.52941	25.6302
593	2.1639	655.004	33.46984	0.749109	13.47887	36.9397
594	2.238881	456.1676	30.34901	0.253385	12.05435	13.6085
595	5.264302	470.8237	20.24248	0.713811	12.76667	70.768
596	3.523408	535.9054	27.31402	-0.05135	12.65	32.4227
597	3.82508	542.3914	22.02952	0.444623	13.35745	65.3196
598	4.791457	295.6856	19.5876	0.313001	10.875	0.5239
599	11.33281	517.554	12.35472	-1.27818	14.62162	61.5819
600	8.545988	560.6923	13.88402	-0.62439	14.35714	51.9126
601	12.22702	572.4991	10.78945	-0.76051	16.25786	44.1902
602	2.458592	452.8725	29.51151	1.294881	11.62626	61.4889
603	3.629052	500.8896	24.99306	0.38247	13.9187	43.973
604	5.768284	635.6061	17.68717	-0.00026	14.33152	69.1469
605	6.229831	606.8602	19.34984	-0.55925	14.65882	38.8183
606	3.43363	493.4229	25.19051	0.54651	12.19915	71.2015
607	2.929818	467.0761	30.23379	0.793711	11.63158	72.1175
608	2.670565	463.4678	26.60976	1.299895	11.80488	48.9561
609	4.236248	476.9658	18.07598	0.752354	12.94444	94.2153
610	7.165983	338.6459	20.02872	0.49043	10.65241	56.3511
611	3.824173	609.9091	26.37105	0.961911	12.66667	59.7709
612	6.106134	455.2671	13.341	0.336191	12.01333	97.91
613	4.69857	428.6424	16.1855	0.642203	12.52083	87.8367
614	2.634844	484.919	27.23907	0.847175	10.55	70.8641
615	4.842708	530.4225	22.75471	-0.00307	12.54717	43.2128
616	6.111668	601.8166	18.5082	0.030267	14.56923	63.9987
617	4.271061	657.4909	21.35387	0.510887	13.60326	67.3851
618	5.880547	523.2952	18.32313	-0.12849	13.71264	61.2352
619	6.415089	587.8261	13.4778	-0.36968	14.2439	36.3479
620	6.659299	569.2197	17.45571	-0.95246	14	11.1938
621	5.032803	497.173	24.21173	0.310854	14.32143	54.8213
622	6.11233	473.5425	26.34535	-0.20308	13.05172	71.3267
623	8.542907	511.6026	11.25927	-0.29053	15.25581	74.6362
624	5.509215	434.3677	23.75251	1.061339	12.44516	90.1774
625	4.458421	454.3423	16.85041	-0.07045	13.08197	71.354
626	4.327084	582.4406	20.0205	0.193297	13.09524	58.2477
627	4.90314	654.7037	18.06397	0.087885	14.50676	56.9412
628	4.246447	637.2768	18.88162	0.20869	15	52.5753
629	3.326384	496.2209	21.50886	0.563617	12.58854	50.14
630	3.060188	467.2133	23.22492	0.993305	10.2233	90.2943
631	3.709444	593.7713	20.88028	0.081969	15.45	23.6124
632	3.741791	547.9381	21.25007	0.973952	14.29661	74.3028
633	3.977907	591.522	20.48019	0.142426	14.48305	36.3906
634	6.156627	513.149	18.14194	-0.09854	14.20561	42.3479
635	5.61365	450.4838	16.70558	-0.18273	13.26744	49.6409
636	4.530849	431.0161	24.55193	0.92789	11.61765	66.0817
637	4.904098	469.6021	23.47471	0.472484	14.2	31.1045
638	2.509551	492.7653	30.62047	1.372762	11.86486	71.1385
639	5.486872	657.4596	15.10137	-0.02348	14.19209	54.8908
640	5.28296	697.875	13.83975	-0.49217	14.28571	32.1157
641	5.673761	684.4706	16.40402	-0.2256	14.52239	59.1812
642	7.492211	663.7089	14.58594	-0.12447	14.7044	59.299
643	3.120938	573.5759	32.987	0.918601	11.24675	74.9693
644	1.241314	218.6338	37.36259	1.781332	4.446771	71.2132
645	2.256862	474.7135	28.64746	1.233561	11.14554	75.5176
646	2.787109	422.208	30.30237	0.777285	11.21875	49.6285
647	6.500424	496.4688	10.42289	-0.0897	14.56	86.1979
648	4.722708	540.1743	21.09463	0.230231	13.41057	52.3116
649	3.996276	483.6972	28.02803	0.871316	11.86466	80.3113
650	4.44575	494.3023	20.52233	0.594039	13.41414	82.2289
651	4.880193	623.9054	23.32342	-0.06219	15.40517	46.8923
652	4.192025	441.6023	26.28849	0.450622	10.96729	54.4443
653	4.959055	479.3249	19.55279	0.146111	13.64286	68.3246
654	6.076241	504.3086	17.90922	0.499995	12.02007	71.5845
655	3.649794	505.8017	19.42758	0.925106	10.16418	69.936
656	4.675765	503.7647	15.14215	0.826762	13.06522	82.8106
657	4.880757	543.4355	21.06744	0.421414	12.17647	97.0606
658	4.298588	586.5059	16.49121	0.281676	14.26384	66.0562
659	5.672293	650.1446	14.82075	-0.63452	15.21429	34.4488
660	3.386329	466.7685	25.93597	0.626357	10.4251	46.9416
661	6.365488	388.9654	21.83777	0.446035	12.67742	54.8043
662	1.158857	235.5871	35.36292	1.821385	6.255255	52.8097
663	4.003625	592.8459	19.85637	0.07984	13.60987	38.3241
664	5.267944	519.2601	20.08082	0.044394	13.30245	59.5858
665	10.76886	473.4974	8.821326	-0.5823	14.75472	25.137
666	6.961158	429.2226	18.74481	0.047248	12.76471	70.2981
667	6.750067	441.3154	14.57908	0.061085	14.63889	53.7382
668	2.579022	391.6569	34.33901	1.883724	11.45349	99.1188
669	10.29697	515.3758	8.451339	-0.52799	15.31461	67.4319
670	5.579231	548.5043	15.92522	-0.23984	13.3481	44.0585
671	9.957608	498.2323	11.66965	1.311856	12.48148	95.2054
672	4.049068	656.0436	19.94051	-0.04097	14.07772	48.6357
673	3.197303	640.5912	24.15325	0.264996	13.76667	42.204
674	3.419539	562.5201	30.25701	0.084938	13.64773	38.4012
675	5.694098	515.3132	16.68957	-0.11947	12.4152	65.2504
676	4.667732	521.6815	18.52803	0.142936	13.3	42.3517
677	4.784595	483.3319	22.07842	0.859906	12.96825	79.79
678	4.29575	525.8554	19.43944	-0.23843	13.94203	15.0673
679	4.722667	529.6882	17.90663	-0.36343	13.05921	21.9529
680	2.875478	380.2853	27.07468	0.368754	10.97785	59.2126
681	3.053968	583.9752	29.97788	0.578417	11.72043	40.8738
682	2.02746	358.6054	31.64993	1.118404	8.353846	56.9206
683	1.996216	479.7089	27.62324	1.06254	10.53333	72.1189
684	2.025875	466.0165	30.57677	1.3914	10.75362	95.8625
685	3.736763	528.6155	23.85212	0.65754	12.77315	66.6844
686	3.207485	513.9377	23.68085	0.721417	12.43421	63.0968
687	5.857694	567.1333	16.14919	-0.13255	14.70968	89.895
688	2.986285	525.7086	27.52629	0.546096	12.22111	62.3082
689	4.87772	600.4804	22.54205	0.447308	12.83077	70.7697
690	4.168257	551.0592	24.91249	0.533505	13.53876	74.1573
691	5.01663	554.4111	21.18583	0.245313	12.33333	70.8077
692	4.754372	643.7744	23.95023	-0.13541	13.92353	55.7849
693	5.819781	609.8178	16.12199	-0.29951	14.04839	54.7299
694	3.174499	480.5427	19.07545	0.741644	12.02609	42.3099
695	2.938893	462.8105	21.52501	0.764416	10.9037	64.2864
696	5.159072	625.2911	25.32125	-0.18968	14.10204	5.3549
697	5.0497	527.0979	19.01314	-0.39067	13.47009	23.7662
698	3.422531	325.3826	22.91549	0.355491	9.239691	49.2681
699	4.890414	656.5531	19.5474	-0.24701	14.15934	54.717
700	2.374897	391.1154	27.04135	1.011062	9.137755	70.0654
701	7.129694	637.9468	17.38495	0.280391	14.3038	56.3578
702	2.432058	250.0048	26.07099	0.993143	8.379172	58.8067
703	3.716268	298.6346	16.64195	0.32413	9.739837	54.1595
704	5.498114	621.9643	13.60056	0.137681	15.08621	61.4835
705	3.770196	512.5086	28.59016	0.663761	10.98477	78.7517
706	4.1398	469.2246	25.39986	0.885786	11.73684	61.1909
707	5.015384	462.981	21.15088	0.444848	11.11173	65.9658
708	5.48164	511.8923	19.22419	-0.12432	13.23684	56.4598
709	5.931428	523.7763	21.72715	0.823409	13.13636	86.3952
710	2.621209	459.0118	27.94155	1.313281	10.8363	77.8961
711	3.484662	609.0651	22.8553	0.780814	13.41304	74.3663
712	4.790532	597.7041	20.39501	0.190345	13.67361	68.0925
713	3.204375	576.6281	24.10112	0.782988	13.73611	67.543
714	5.789516	357.6771	19.80048	0.637552	11.63878	77.2765
715	2.511672	274.6661	21.20223	0.433148	8.179012	28.7192
716	2.594007	540.7074	29.09481	0.600581	12.47134	30.0055
717	4.32464	557.6801	26.70134	0.159843	13.49791	42.1751
718	2.79536	527.6486	32.53221	1.04671	12.07339	66.046
719	9.761434	509.0299	12.18502	-0.3417	15.06154	53.8239
720	3.849547	613.8483	21.21123	0.458417	14.15444	63.6637
721	2.343831	460.7227	27.96444	1.018665	10.0398	55.5371
722	5.225178	307.9348	18.76223	0.557919	10.85584	44.4251
723	7.684911	285.9231	21.01994	0.202117	10.15294	69.1582
724	6.004792	482.3576	18.87663	0.350276	11.82927	92.0243
725	6.53561	629.6662	17.55732	0.286785	15.96144	74.8388
726	7.552253	614.1132	15.11216	-0.58779	16.45926	54.0852
727	2.213224	344.4538	27.78893	0.910718	8.566265	55.3438
728	6.924285	545.4322	14.49511	-0.86743	14.41228	10.2957
729	9.128536	454.9174	10.10718	-0.0909	14.18852	61.9673
730	6.934163	435.7892	12.60563	1.265421	14.20968	97.2626
731	5.012278	583.6846	17.47298	-0.17017	15.4881	31.644
732	6.761541	623.2658	20.43079	-0.47366	15.12121	50.5067
733	2.906466	519.9437	30.38882	1.20829	13.24299	74.7593
734	6.118887	574.7801	15.5544	0.32476	14.14407	58.9543
735	3.683641	560.6715	23.15475	0.286007	13.08654	55.2901
736	3.239879	494.5345	22.14967	0.506978	12.22397	48.9278
737	4.704749	565.0178	23.02286	-0.21661	14.65333	55.762
738	1.417476	237.1446	32.40925	1.300198	8.184874	49.8286
739	3.455939	585.8861	24.99204	0.256999	14.34091	28.5997
740	4.913932	412.0747	27.19094	0.858491	9.333333	90.9955
741	5.598416	413.6148	21.48433	0.789571	11.08444	77.1687
742	2.882988	472.6266	29.18877	1.037943	10.72444	67.7178
743	2.585127	458.7609	30.77158	1.190647	9.97006	67.1697
744	1.223759	221.4608	35.00616	1.749839	6.223529	87.2156
745	2.330078	517.3237	28.22756	0.770639	12.75556	21.9959
746	2.379785	522.6787	29.5757	0.602127	12.75238	54.2887
747	4.769921	292.3687	13.1763	0.233323	9.70922	56.1074
748	6.5819	586.1263	15.70566	0.523783	13.30189	79.502
749	3.951403	540.1484	26.77746	0.486948	13.00503	56.846
750	4.852763	521.6957	29.34902	1.291244	12.96154	88.4394
751	4.661053	614.0464	21.12934	0.415618	14.65471	87.239
752	2.317648	468.2755	31.39393	1.36396	12.11111	97.8339
753	4.248413	525.006	23.50822	0.073851	12.28261	49.0065
754	3.715074	547.5273	26.75102	0.714569	12.85634	75.875
755	3.107041	566.4161	27.25463	0.264072	13.25316	36.3775
756	3.570356	664.919	25.01853	0.197581	12.56849	41.8886
757	3.659989	578.7699	20.94441	1.014802	12.91122	67.8784
758	4.059893	561.6116	21.19945	0.749839	13.05096	68.9144
759	4.849065	569.2065	19.30674	0.353455	13.07556	55.4707
760	5.374143	684.5061	17.82263	0.000534	15.09949	55.0415
761	4.629953	448.3696	15.63337	0.798514	11.776	62.2939
762	5.083562	540.4513	23.64988	0.257856	14.33621	89.5262
763	3.621526	443.4306	22.16516	0.783955	12.65449	87.0775
764	2.858325	398.9751	31.18452	1.225704	10.55455	73.5848
765	3.578851	453.9639	22.67192	0.30094	12.76667	61.3732
766	4.715163	595.3297	21.39168	0.214296	13.89313	50.8833
767	3.942868	594.5461	24.50969	0.795131	13.26374	57.5001
768	3.490576	439.1047	26.61256	0.618347	11.91667	51.0748
769	6.014705	681.4193	15.11726	-0.13825	15.24348	50.6453
770	5.373763	639.9128	18.2254	-0.0185	13.01042	62.722
771	6.056514	697.0917	14.90343	-0.29498	14.56354	54.7509
772	2.508036	505.2588	32.25827	0.350737	11.54717	44.7141
773	2.937878	446.5202	25.29659	0.490869	9.427419	59.6795
774	1.602378	430.1413	36.00112	1.589206	10	74.857
775	2.605141	465.082	27.52497	1.075501	11.72098	72.035
776	2.379411	560.7844	33.15711	1.188971	10.28	74.0774
777	11.71133	631.1526	9.710158	-0.67077	16.02521	63.7595
778	5.474961	644.3684	16.28714	0.087993	13.69919	54.4178
779	2.47075	244.6397	27.44985	0.90462	8.53719	72.7809
780	5.057645	279.1533	18.60824	-0.07532	10.31092	57.2279
781	3.880844	542.0688	20.40689	0.216343	14.87255	53.5013
782	4.436681	518.1308	23.53484	0.288984	14.28205	66.2265
783	7.810366	688.8275	13.49011	-0.71281	15.63918	34.2313
784	2.632735	238.6857	28.10706	1.553367	8.239852	57.1501
785	8.197543	598.2332	16.17034	-0.15315	15.37736	53.3005
786	4.442381	634.0023	19.42047	0.037242	14.26891	22.1114
787	4.325553	601.7301	20.38127	0.210013	14.64794	56.7461
788	3.649003	554.2899	25.14852	1.303118	13.01695	76.1734
789	3.642054	560.2093	22.43139	0.957388	12.75676	62.7609
790	3.004278	405.9096	30.71977	0.743664	8.674757	45.3725
791	2.977229	469.8801	24.53598	0.509334	12.47647	58.212
792	2.377033	419.7229	31.16943	1.942996	10.06504	91.4991
793	2.827672	436.6976	28.19889	1.219455	12.4322	80.2686
794	5.28792	421.2787	22.11501	1.503994	12.13208	75.3449
795	4.331453	416.3213	26.2164	1.697646	11.15152	95.3573
796	3.909986	439.8594	22.04928	0.930818	12.575	77.8059
797	3.226476	435.2154	22.19682	1.442381	10.28966	79.4351
798	4.888888	519.4405	14.87609	0.295024	14.01563	69.7913
799	4.644825	513.5213	18.68212	0.442448	12.82955	75.6822
800	3.166965	378.1295	24.61476	0.864813	10.64803	76.7324
801	2.738007	223.4025	26.43805	1.013184	7.477273	59.5222
802	2.384939	223.7415	31.03634	1.186117	7.346899	56.3145
803	4.164289	530.9886	17.78864	0.188956	12.66327	58.9116
804	6.254242	570.6667	15.74126	-0.75731	13.47059	40.2331
805	5.735199	549.7166	18.20883	-0.0196	13.46584	66.5827
806	5.083455	576.2751	16.62784	0.236144	13.94828	73.3299
807	4.616353	581.3682	21.87921	-0.18254	13.68519	33.0752
808	3.777668	530.3171	22.7908	0.375352	14.79167	57.9264
809	4.992618	623.2282	17.84998	0.209682	14.81481	61.3707
810	4.642604	630.0188	20.22775	0.238474	13.20192	40.5949
811	4.474402	526.2054	23.95518	0.428845	13.22745	61.0756
812	4.862887	582.6753	18.38643	-0.37222	13.64341	34.6138
813	4.460849	502.5615	18.19021	-0.403	13.03797	13.5275
814	6.480781	481.0486	18.52231	0.329825	13.02721	76.7386
815	3.472037	505.8102	23.11977	-0.17497	12.42188	37.1804
816	5.446413	433.6071	23.76624	0.099609	13.19497	58.6452
817	3.917784	640.7224	23.31346	0.408498	13.57895	57.5256
818	4.601681	620.3083	19.51995	0.384905	13.26481	72.2707
819	2.881468	509.3327	20.8984	0.687295	12.04762	63.5075
820	4.106789	627.1212	22.61631	0.172617	13.58333	54.9973
821	4.635998	567.5219	22.46748	0.427043	14.51656	60.6154
822	4.990692	481.5842	24.23474	0.286779	12.22905	71.4647
823	6.100517	419.2141	26.29973	0.769721	13.2069	73.8283
824	3.329447	528.9508	26.39823	0.841529	13.13592	83.5441
825	3.580869	540.2238	21.87116	0.565261	12.62963	58.4352
826	6.283939	473.741	15.17981	0.059285	13.06316	79.3238
827	3.018052	507.7169	25.78941	0.857	12.54098	48.444
828	3.295919	535.5597	28.37364	1.170352	11.81696	59.8851
829	2.722739	564.8485	31.67602	1.039842	12.06522	64.2677
830	3.765064	646.1091	25.34344	0.114931	13.8439	47.3683
831	5.717668	560.0909	15.96398	-0.77956	15.11111	50.1751
832	3.864317	524.4633	21.14903	0.072407	13.82432	72.1443
833	5.81459	541.2304	15.87855	-0.24501	14.70909	84.2644
834	4.092312	468.6073	23.12725	0.40961	12.10667	70.2326
835	4.692816	566.1504	21.50464	0.170053	13.67647	74.7374
836	3.621493	570.7132	19.4988	0.196353	13.86813	53.0587
837	3.004858	590.2026	29.18892	0.089344	13.70769	24.1476
838	4.77893	531.5322	20.99778	-0.18342	14.39375	32.857
839	4.175369	567.1151	20.85539	0.154871	12.04978	49.0815
840	2.011221	483.7668	28.49582	1.269129	11.28824	81.3867
841	4.686664	542.3943	18.63316	-0.03576	14.20588	36.8383
842	4.466568	627.9081	21.40395	0.025207	14.71429	40.4951
843	5.088462	532.4829	19.20197	0.339412	13.28839	55.7264
844	4.21524	635.7791	27.2646	0.859688	12.61458	83.1496
845	3.578246	403.5857	27.65442	0.455769	10.56391	50.8039
846	5.535005	592.6922	17.73682	-0.24635	14.89305	59.7859
847	5.547873	542.4	22.08538	1.005967	13.29167	99.6644
848	6.610393	489.5969	10.84141	-0.12032	13.6338	74.866
849	4.409243	641.6387	22.41958	0.124928	15	43.1329
850	3.315429	660.3054	25.13146	0.001854	13.70769	32.0765
851	4.525362	652.7617	21.21897	-0.1242	14.30189	56.0973
852	5.061984	596.6216	23.01545	0.0151	13.82449	54.41
853	5.409377	631.7013	14.64968	-0.22659	15.12644	40.9763
854	5.296138	603.3898	18.62052	0.082023	14.30769	46.3372
855	4.243885	534.8231	19.52572	0.553173	12.58114	73.0665
856	5.897448	467	21.64627	0.926628	13.83333	79.4648
857	5.465625	527.717	18.68183	0.285335	13.1745	46.7134
858	4.792247	617.403	22.03804	-0.07644	13.82927	58.7857
859	3.69368	457.4666	24.58023	0.93456	11.24157	71.9028
860	2.584655	272.4144	25.93533	1.050511	9.450382	37.5683
861	3.973076	579.2248	22.70135	0.690172	13.46721	81.3132
862	4.064443	511.5242	20.07312	0.183579	13.54464	58.5871
863	7.321547	625.8925	15.14862	-0.67858	15.45455	48.0932
864	7.530238	599.8321	14.56258	-0.50764	15.64	87.4253
865	3.531411	563.7683	24.4317	0.616648	13.65269	73.5419
866	5.302063	616.0992	18.91584	0.004263	13.82639	53.6884
867	5.412966	457.1205	17.15003	0.254328	13.36634	78.8862
868	5.9768	440.3486	25.27697	-0.37186	12.77966	74.1312
869	4.865054	595.9958	19.924	-0.06332	14.16418	55.2831
870	4.450362	531.5699	22.64813	1.242708	12.88889	76.6532
