id	slope	elevation	tpi	twi	coarse	stream
871	5.494199	291.2763	21.85756	0.655688	10.28966	57.9471
872	4.328424	467.2616	20.92185	0.305839	12.11656	55.342
873	4.209868	672.3797	26.06773	0.083053	13.41667	68.6239
874	2.735397	638.122	27.271	0.456727	11.75439	50.3133
875	4.655792	685.7231	25.02093	-0.19168	13.45455	10.7492
876	3.676714	632.2129	22.80019	0.580882	12.46771	65.8973
877	2.504692	624.8097	31.22499	0.755167	11.5	40.1971
878	3.904045	620.867	24.89949	0.066877	13.25926	32.7938
879	3.46917	627.5328	24.72179	0.053876	12.93506	50.4824
880	3.922194	565.244	20.0546	0.334273	13.86458	47.4595
881	3.550462	580.8689	22.47174	0.197039	14.19022	43.2993
882	4.067386	631.6107	17.9113	0.775646	14.79661	72.4031
883	4.013738	617.6806	23.3543	0.036512	13.84043	40.6646
884	2.986641	464.8374	29.02123	0.343811	11.7963	42.3353
885	3.1767	463.2572	25.89002	0.448307	12.30588	57.4981
886	3.004768	438.3239	33.77716	0.70693	9.973684	87.4971
887	3.478311	453.0019	24.87548	0.617989	11.51333	63.0825
888	4.818019	431.1744	22.13176	0.516287	11.51064	87.0024
889	3.317134	583.772	25.29439	0.216938	13.63131	41.5437
890	9.344952	410.7274	18.36709	0.679004	13.75145	76.8883
891	6.509629	570.2824	14.19445	-0.49651	15.9881	55.7255
892	9.406719	375.0603	18.94212	0.081378	14.51546	62.4931
893	2.504856	454.3368	29.03088	0.345018	12.9441	44.3254
894	3.443548	537.1206	26.45475	0.681395	12.93333	68.8143
895	5.389338	465.7151	17.67716	0.462532	12.22458	57.238
896	4.442073	469.6145	22.64214	0.934887	12.80556	69.2439
897	2.972468	564.2042	31.11192	2.08663	12.48936	98.4952
898	3.034197	317.3551	19.26124	0.346774	10.00862	12.6184
899	3.265807	664.7077	25.89996	0.601668	12.21481	49.0109
900	2.827889	478.535	23.34916	0.296942	12.4881	34.0792
901	3.558223	442.9967	20.2892	0.712061	11.1988	68.8634
902	4.445525	510.4063	20.63666	0.358974	11.8192	63.8033
903	3.676414	629.1873	26.6279	0.799013	14.70833	55.0198
904	4.223725	635.9704	23.77941	0.512853	15.65198	55.0788
905	3.261953	599.8409	24.51193	0.363936	12.75214	47.5292
906	6.076909	493.8246	18.30854	-0.26157	13.05495	68.5939
907	4.819219	506.0276	15.84385	-0.3205	12.60674	52.896
908	4.573005	628.3599	20.58161	-0.07006	13.72619	33.8693
909	4.14636	435.2568	29.208	0.960391	13.41975	59.649
910	4.902945	497.2055	18.16768	0.1818	12.71014	61.9333
911	5.808486	548.0571	18.84245	-0.41785	13.51563	74.6674
912	6.491816	553.0227	14.46876	-0.21671	14.54074	58.4757
913	4.417065	596.499	20.67684	-0.1497	14.19424	45.9572
914	2.991888	468.1672	29.4915	0.707524	11.78261	32.4578
915	1.730069	228.0931	27.83485	1.251575	7.12381	35.6936
916	2.621769	202.8802	36.85932	1.065631	6.02807	64.4896
917	4.711637	631.0018	21.44251	0.383676	13.7074	73.6849
918	2.762983	390.6364	30.07842	0.239431	8.732394	49.9778
919	4.687177	581.1595	24.95053	0.275786	14.38393	58.8638
920	4.064592	581.3523	20.18778	0.480721	12.85149	89.6416
921	5.14642	615.1068	18.81924	-0.12254	14.32468	48.7228
922	11.69679	513.2231	11.09494	-0.77912	14.96262	75.5316
923	12.93986	562.5931	9.723942	-0.48691	16.4	57.0628
924	9.035476	571.6142	11.45009	-0.72834	14.84914	45.9912
925	5.472625	518.1198	17.68143	-0.1297	14.35616	36.6508
926	5.006467	537.6207	16.39554	-0.16997	13.37647	52.0151
927	1.588663	214.0643	31.4697	1.633239	7.455556	72.6044
928	4.652528	514.1056	20.9206	0.225528	13.6747	55.593
929	6.166674	529.6476	17.12797	0.024991	14.14925	65.004
930	2.651993	669.8784	26.43501	0.546505	14.17391	57.5012
931	4.064266	647.7721	21.38274	0.088094	14.46569	48.3298
932	3.639934	404.4097	24.84354	0.427925	11.72396	51.1156
933	4.516793	492.4986	19.93236	0.44163	12.89691	70.0003
934	5.845227	487.0221	18.27537	1.780968	11.5303	93.299
935	6.666867	504.2733	13.4138	-0.36964	13.32	57.9817
936	2.816729	571.7131	24.44276	0.586903	13.53191	32.3055
937	2.568077	462.0542	24.31987	0.924366	10.38776	83.9432
938	2.028816	336.9014	26.93692	0.758752	7.969697	49.1593
939	4.552829	597.1968	20.03689	0.102215	13.29825	48.9792
940	6.028653	455.6292	18.31759	0.63092	13.48819	71.951
941	6.055968	448.7477	18.16596	-0.06008	11.90217	58.3871
942	7.715773	474.9906	15.81663	-0.06091	13.04545	69.6078
943	3.681217	443.0205	28.51803	0.611302	10.53563	60.3668
944	4.04905	425.987	25.87772	1.799155	10.26042	82.3943
945	3.631396	466.489	22.6845	0.617585	11.25532	70.5896
946	6.964792	497.3559	21.486	1.260019	12.61111	99.95
947	3.962411	542.2787	18.49736	0.543968	12.60494	82.5158
948	4.670419	597.5778	19.20718	-0.22166	13.86667	44.1075
949	4.30253	595.5245	17.37592	-0.46699	13.20225	31.7698
950	3.032538	472.0811	32.31051	0.446363	11.74089	43.6612
951	5.700872	412.4515	24.33034	1.121303	9.725275	94.5606
952	5.797161	659.9962	19.23282	-0.22016	15.1713	50.6719
953	5.095909	491.484	16.14005	0.223861	12.73248	48.1098
954	2.803433	464.737	24.38865	0.752069	11.80808	41.1341
955	4.303898	532.769	18.9902	0.280732	11.90909	63.494
956	4.702823	588.8975	21.31533	-0.01148	14.78947	59.7053
957	4.333445	552.4156	28.15949	0.36091	13.23301	59.7012
958	4.821024	551.1571	22.40487	0.604282	14.10448	72.3799
959	3.975492	518.0016	25.65219	0.861668	12.14286	74.0249
960	5.078257	531.7072	21.44373	0.158536	12.03356	77.9923
961	3.477272	465.6507	25.21211	0.696058	12.1762	41.3671
962	8.062846	604.1201	14.09985	-0.35301	14.59	79.0757
963	5.434032	515.8195	14.83147	0.120857	14.64474	49.9687
964	4.62758	527.1679	16.90457	-0.13	13.66667	52.258
965	6.228159	639.9084	13.60691	-0.19256	15.00926	48.2064
966	6.067635	590.4629	13.15257	0.128527	13.87826	69.7181
967	4.130123	537.167	22.12914	-0.12867	15.104	37.515
968	2.776605	636.9308	30.81068	0.464568	14.73052	40.0583
969	3.776651	543.61	23.87125	0.523361	12.33871	67.9461
970	4.829168	556.2969	22.76439	-0.14379	12.35115	56.1953
971	8.810589	524.4315	9.970409	0.507434	14.48387	68.8304
972	5.519636	591.7903	21.14416	-0.35569	14.45902	32.0341
973	3.318588	456.058	25.15392	0.895458	10.67883	56.1951
974	5.607748	571.3223	18.20744	-0.2121	13.21196	50.6612
975	3.228918	552.3256	22.17337	0.357266	13.69072	46.1677
976	5.9406	532.9393	18.68724	1.05766	14.1375	80.411
977	3.023618	493.3634	25.40407	0.277934	12.98291	24.0046
978	2.761385	479.4548	25.46648	0.737546	11.03297	59.8537
979	7.195453	543.0556	13.08305	0.184752	15.46	67.5742
980	6.364417	620.5893	12.81393	-0.41688	16.37681	33.1353
981	2.439023	323.8839	27.42588	1.129027	8.172414	87.0806
982	3.96409	324.4917	23.71517	1.029274	9.167969	74.7824
983	4.61801	584.4823	20.05927	0.45208	13.00578	62.2804
984	5.805884	590.9613	18.4903	0.157762	14.23708	54.8449
985	4.836255	492.4977	21.19605	0.007367	13.59218	61.1655
986	3.587575	543.1762	23.59767	0.605726	13.62555	70.9795
987	4.603375	737.4856	21.72346	0.082849	14.5	37.2105
988	6.262658	746.7119	12.79847	-0.72987	13.74556	28.4822
989	4.753335	744.2695	19.99167	-0.37397	14.24762	27.8655
990	5.538081	527.5628	17.79437	0.147682	12.98477	56.5222
991	3.225275	366.9231	27.28734	1.0472	9.523529	70.6386
992	5.851962	375.1084	20.18152	-0.112	10.54275	67.0465
993	3.580857	576.5224	25.83353	0.282772	12.24204	59.4355
994	10.17937	555.4184	11.84573	-0.3591	14.73214	88.0817
995	7.150801	633.2554	11.84638	-0.66851	16.15054	47.1734
996	7.633393	591.1154	11.6516	-0.66365	14.81481	69.2749
997	4.857476	615.5273	20.04178	0.039336	14.30556	53.6219
998	6.300663	626.2901	14.95126	-0.38827	14.47482	41.665
999	2.601952	426.2035	33.00608	0.975339	12.06268	58.9104
1000	3.325824	610.5295	24.96141	0.4608	12.90833	56.7133
1001	3.499359	514.5425	19.3651	1.310041	12.47368	93.3412
1002	5.460098	526.5945	16.33971	0.323557	14.02264	87.4851
1003	4.250056	560.7256	16.32068	-0.02138	14.06897	48.7949
1004	4.102971	548.4806	21.60595	-0.66415	12.54286	40.476
1005	5.040992	588.1226	18.20881	0.226723	14.65347	69.1619
1006	4.149453	557.3738	21.37784	0.605292	13.5027	73.2328
1007	5.725557	542.2236	13.54549	0.128251	12.12676	40.9179
1008	5.8773	546.2468	16.02809	-0.44793	13.27778	85.0048
1009	5.895285	519.8839	20.12666	0.107015	11.88696	66.9904
1010	4.587863	546.7335	23.03989	0.39306	12.89167	66.168
1011	5.114792	525.7932	21.38747	-0.34317	12.16438	49.5222
1012	4.603391	554.4092	21.92209	-0.07319	12.54515	49.4978
1013	5.351673	594.4358	16.09845	-0.1357	15.05405	39.8881
1014	4.205118	532.5153	20.48539	0.076491	13.71	39.4536
1015	5.221927	293.7183	26.17055	0.36597	9.831776	53.866
1016	5.098688	635.1656	20.2355	-0.11833	15.45522	46.3477
1017	7.761461	589.8143	12.76786	-0.55715	13.69128	63.7737
1018	6.856731	568.316	16.71056	-0.78333	14.98551	30.1201
1019	4.681909	625.5194	21.78851	0.269218	15.15924	76.1108
1020	3.65628	568.7323	24.36318	0.621144	14.58442	68.3881
1021	2.927251	485.9011	25.63821	0.553432	13.94231	27.8495
1022	3.710156	273.4672	26.52256	2.013667	8.881356	78.8268
1023	5.877328	557.228	18.14633	-0.07848	14.18182	76.5358
1024	4.615474	551.7528	17.45806	-0.0187	14.08974	37.3709
1025	5.849052	691.8253	15.74738	-0.3455	17.27749	59.0722
1026	4.181765	510.4733	20.14741	0.710755	13.47009	58.4328
1027	5.92585	533.4935	16.82433	-0.13843	14.77358	76.2245
1028	4.145054	574.0277	21.17878	0.20638	14.5	57.5506
1029	3.997656	602.8837	20.62995	-0.09727	13.58537	21.686
1030	4.271395	626.7568	20.47498	0.146749	11.81481	68.8093
1031	5.914432	657.6493	20.94512	-0.07176	15.96277	51.373
1032	5.680089	552.9042	17.5278	0.184057	14.17176	80.1484
1033	5.256637	558.2929	13.55153	0.617444	13.46154	72.561
1034	5.465635	592.5114	18.97124	0.074305	13.38596	64.7343
1035	4.206707	504.7506	17.35851	0.511576	12.11475	60.7844
1036	5.70979	696.2066	17.19795	-0.51793	15.03814	23.6238
1037	2.570598	578.0811	28.18697	-0.16309	11.9	56.7001
1038	4.875556	591.1861	15.62444	-0.29282	14.78947	22.9397
1039	6.596608	544.6766	18.1546	0.353007	13.32536	81.2479
1040	4.797215	472.6385	20.46624	0.970964	13.59055	86.3973
1041	4.024937	478.5819	24.19382	0.334268	13.10031	51.7308
1042	3.188915	649.4827	30.1718	0.746176	12.9898	40.508
1043	3.889949	441.5806	23.97819	0.441257	11.92989	35.6576
1044	4.96162	589.5589	19.04906	-0.00746	14.12796	53.3666
1045	3.836831	545.7846	22.50176	0.308092	14.08939	44.3519
1046	3.884306	553.422	19.86638	-0.07469	14.35338	27.0647
1047	3.532522	556.6917	22.87592	-0.0482	14.57143	23.1805
1048	6.657856	491.186	20.48972	-0.05699	14.27389	63.0867
1049	6.583238	522.9951	14.17067	-0.52244	14.37931	23.1006
1050	8.872319	503.4192	13.36334	-0.75734	15.08333	31.3031
1051	3.38446	481.6667	22.07977	0.198158	13.25	29.648
1052	5.23543	456.3965	18.17909	0.010098	13.60929	57.616
1053	5.608176	467.5073	19.12826	-0.07161	13.95588	56.8262
1054	4.528651	597.5535	14.31051	0.326684	14.14428	56.9725
1055	5.567322	544.0725	17.02167	0.502618	13.78571	93.2226
1056	3.367829	256.2396	23.89877	0.536189	8.69145	63.7674
1057	5.928463	730.4971	13.74585	-0.33599	14.7437	46.1755
1058	3.970683	567.0389	27.67958	0.558469	13.06417	75.2952
1059	4.860774	583.8142	17.23785	0.295913	12.90173	65.7232
1060	12.74682	496.2977	9.351877	-0.77606	16.18293	82.1675
1061	13.73207	506.948	6.877924	-0.94843	17.06957	87.7083
1062	2.456705	341.0942	22.7564	1.219256	10.13861	90.6725
1063	2.353899	312.0116	23.71874	0.976762	9.075	84.0789
1064	2.282295	344.2687	18.02346	1.006564	9.789474	57.4718
1065	2.996564	369.7909	22.61509	0.700835	10.2625	72.2058
1066	4.371177	385.6448	28.6264	0.246361	11.70803	60.4081
1067	4.758957	546.3713	15.35141	-0.04453	13.26316	62.0144
1068	4.934437	591.7723	18.79811	0.003902	14.12351	44.43
1069	4.332557	505.0851	18.54331	0.55451	14.04861	84.9244
1070	3.988082	383.6618	21.91782	0.324616	9.417391	58.3311
1071	4.430056	394.8616	24.50012	0.414465	12.03663	51.4639
1072	3.396781	503.1273	24.84803	0.572993	13.56637	47.2351
1073	3.067477	493.1836	22.97123	0.237737	11.32911	62.1166
1074	4.383817	466.9915	20.57683	0.596107	11.45361	69.4813
1075	2.633422	499.5196	23.14406	0.484702	11.52439	64.4268
1076	5.697162	627.7037	15.93727	-0.86573	15.29231	14.6327
1077	2.900258	564.4714	26.90597	1.67832	12.60256	95.1956
1078	2.50654	588.1605	28.29419	0.031729	14.51429	6.2574
1079	4.214898	596.4446	20.20131	-0.07629	14.89542	28.9239
1080	2.365446	467.5335	26.83765	0.960901	11.52532	61.6565
1081	3.997033	603.504	24.18147	0.757444	14.55714	88.2772
1082	5.176909	562.3303	22.43122	0.781314	13.07813	80.9697
1083	2.31295	199.064	30.02702	1.52784	5.848837	60.1472
1084	2.508621	220.7193	28.96522	1.193464	6.533333	62.063
1085	3.738793	506.998	25.05991	0.544919	14.03521	60.4972
1086	4.919272	526.1507	19.43588	0.029666	14.38095	45.2111
1087	5.55034	621.7833	17.80631	-0.00764	14.54213	52.1341
1088	2.563502	475.2225	35.9835	0.479547	11.23846	34.2972
1089	2.820473	454.0393	30.76021	0.675608	10.3617	49.1349
1090	7.524109	732.8516	10.49898	-0.59996	15.19178	39.1584
1091	6.119843	648.3034	14.55749	0.108158	14.02564	53.878
1092	6.668168	674.9194	12.06032	-0.17036	14.90678	56.3691
1093	8.365133	649.2857	16.00786	1.099656	13.6087	100
1094	4.185027	548.7236	26.91101	1.42716	14.63429	71.5546
1095	5.594416	438.7751	22.87676	1.234709	11.83761	85.5724
1096	10.30011	617.434	9.523325	-0.76067	15.43662	66.088
1097	6.314011	562.977	18.20546	0.402005	12.93396	58.3931
1098	5.32441	528.2043	19.78758	0.285972	13.68657	88.4953
1099	5.018712	605.4384	20.50811	-0.14446	14.80606	47.499
1100	3.895842	440.2023	26.06116	0.594993	12.53061	69.3888
1101	4.59295	673.6217	22.24112	-0.00256	14.26941	45.3953
1102	2.99149	599.1895	23.17279	0.944009	13.19861	83.9582
1103	6.592108	554.9048	17.88726	0.307826	13.38255	94.2457
1104	4.380442	603.0663	20.79081	0.189881	15.04146	51.2379
1105	4.030061	578.167	20.02031	-0.18087	12.85366	10.9665
1106	5.490047	428.3342	25.33219	0.308572	12.47685	65.8855
1107	2.324341	448.3313	31.59816	0.59354	11.17391	65.1139
1108	4.658436	435.4754	29.87192	0.573182	12.23474	57.8085
1109	4.531832	482.3708	23.79773	0.4139	12.25	58.6393
1110	4.617098	510.5365	18.18264	0.236375	13.14785	50.8752
1111	4.512424	638.3464	25.85863	-0.00044	13.29907	54.1673
1112	3.36681	617.5336	24.12225	0.732367	14.11151	62.4908
1113	1.977914	204.3131	33.77682	2.323715	7.642045	61.7853
1114	3.71199	533.2471	23.96517	0.055911	12.74016	59.8154
1115	2.104896	223.1536	29.50067	1.342802	6.894737	53.3449
1116	1.630659	203.2138	37.16345	2.158424	6.428082	80.1257
1117	11.69529	572.9186	9.864613	-0.33172	15.40741	87.1834
1118	4.658105	496.3406	20.67157	0.937879	12.34375	86.7638
1119	2.678217	526.526	35.11649	0.507898	10.13571	41.8364
1120	3.128569	508.6763	26.28247	0.362992	12.71053	72.4093
1121	2.708501	497.9776	29.02886	1.076131	10.14141	76.4005
1122	3.199559	606.2311	25.44534	0.311105	12.84018	40.5905
1123	7.394337	456.4789	16.76199	0.627232	13.68919	97.1282
1124	5.294476	489.7751	20.18564	0.39424	12.32164	79.9004
1125	6.706396	468.1458	17.0989	0.187857	12.49231	62.2229
1126	6.458353	469.1796	14.22775	-0.22669	13.24444	66.1176
1127	6.118858	501.239	18.44365	-0.01902	12.41538	54.1058
1128	4.200152	576.3053	18.2904	0.096899	13.66667	43.5327
1129	5.188414	599.4593	17.99428	-0.62599	14.40708	33.0572
1130	5.178864	370.8322	21.35401	0.785087	10.81287	79.8434
1131	4.489979	473.6298	26.31866	0.832315	11.80531	80.3409
1132	3.821733	502.9767	22.796	0.734658	12.91429	71.4837
1133	2.813775	494.9686	34.47177	1.406998	11.36916	90.3624
1134	4.066271	495.377	21.57011	0.260607	12.88426	49.9641
1135	5.694894	593.7664	16.50421	0.238492	14.12963	74.7754
1136	4.841536	648.627	22.26975	0.071371	13.54023	58.2744
1137	3.42533	670.5304	25.80512	0.105052	13.04878	27.1523
1138	4.82968	652.0743	18.51493	-0.33761	14.4697	33.2571
1139	5.965735	666.3196	11.92766	-0.744	15.14286	5.6721
1140	3.265185	582.2382	29.28446	0.212327	13.28902	53.5261
1141	6.415557	489.917	12.42087	0.413429	13.52857	77.4822
1142	5.466215	533.5994	20.46453	-0.12828	13.72414	35.8663
1143	2.772571	445.7777	29.15343	0.854497	9.634078	65.826
1144	4.966806	604.6674	18.43991	-0.53091	13.94615	11.6367
1145	5.573855	468.3174	18.46231	-0.36118	13.00926	41.8233
1146	5.341572	442.9015	22.83911	0.473574	13.16	66.9684
1147	6.617801	595.6832	16.95281	0.12287	14.90217	76.0791
1148	3.88693	557.1386	20.13726	-0.11751	14.13158	35.5398
1149	4.291957	489.3277	19.18937	0.503658	11.70892	75.4584
1150	4.014886	585.669	21.05878	0.04479	14.22222	75.2137
1151	3.369012	612.0813	22.19031	0.712846	13.92222	49.2003
1152	5.058153	593.351	17.46535	0.426251	13.99355	87.3303
1153	1.679249	215.5868	32.78338	1.392098	6.81982	66.5107
1154	4.058591	294.4845	16.83492	0.167952	9.007752	45.5299
1155	10.63361	617.3249	9.040542	-0.83666	16.86719	61.5792
1156	7.649784	692.8281	13.46989	-0.82205	15.6063	40.8077
1157	8.583123	635.2535	15.93002	-0.28602	14.74667	68.1688
1158	6.348533	606.0477	17.95332	-0.23343	14.57838	42.8315
1159	4.045061	517.3492	22.65911	0.36771	13.32192	41.6513
1160	5.064369	478.8192	14.8575	0.134812	12.9863	82.6951
1161	5.48508	430.3063	12.89678	0.855838	11.44681	93.2881
1162	3.62788	423.4101	22.75538	2.455719	11.05369	97.4579
1163	3.163977	450.3868	18.11015	0.330413	13.68657	34.73
1164	6.697521	536.4067	17.13931	-0.51892	13.63107	46.5586
1165	3.797914	524.4527	27.78796	0.773505	13.93548	85.5311
1166	5.827018	729.3622	14.03565	-0.24669	17.39902	48.4692
1167	4.565909	638.2905	19.02305	0.553823	14.00633	68.6643
1168	2.92545	548.7159	26.14622	0.258571	13.90244	25.7187
1169	3.884575	584.3008	22.90455	0.109369	13.87963	30.9098
1170	3.547446	647.8033	26.55855	-0.03789	13.7561	30.871
1171	8.280251	682.8498	10.56139	0.075107	16.34091	65.1146
1172	6.63276	664.7418	13.69094	-0.36741	13.72152	71.6551
1173	4.919552	671.8964	17.62997	0.16627	13.58879	50.3697
1174	3.445505	651.1973	27.97637	1.114385	12.13287	83.2962
1175	2.205824	435.3865	28.75202	1.280105	11.96226	71.3018
1176	1.516883	197.7522	37.76452	1.83186	5.169877	60.2363
1177	2.456876	253.3626	27.28039	1.010602	7.252632	64.5508
1178	3.769494	464.1081	29.66312	1.187409	12.4375	98.9409
1179	5.003577	492.1667	21.23952	0.198595	13.51883	72.7122
1180	4.33316	637.8536	19.76147	0.107468	13.6573	49.2764
1181	3.940402	641.3497	18.51237	0.085407	13.95122	56.7492
1182	3.020124	488.4049	24.03588	0.826029	11.76623	59.6012
1183	3.064269	514.8323	28.85646	0.843199	12.68992	64.7819
1184	4.019031	475.92	22.53227	0.706126	11.92857	79.9581
1185	4.896272	641.6483	20.17373	0.096367	14.74729	50.8933
1186	19.24932	438.1667	8.82475	-0.41068	16.58824	94.353
1187	12.23539	432.3273	11.51593	-0.15113	16.24561	67.3881
1188	15.88689	467.469	9.107084	-0.81808	16.57325	81.3588
1189	10.79393	543.3855	11.66789	-0.63035	14.65789	64.6704
1190	3.693131	561.2368	27.39932	0.093111	12.39091	39.6507
1191	3.933285	417.3926	25.49289	0.861276	11.69645	63.6757
1192	3.067542	562.9639	24.72597	0.692004	12.20902	63.8908
1193	5.423039	543.3094	15.73302	-0.09193	14.75269	60.6986
1194	4.937097	551.194	19.86824	0.110152	14.29216	61.1865
1195	3.378477	428.6332	26.04641	0.588741	11.43529	54.1494
1196	4.841781	608.2466	21.83614	-0.12103	13.29655	58.7036
1197	4.375636	444.7736	22.24296	0.612973	10.51289	67.0296
1198	1.771179	227.8971	34.51029	2.167267	7.362416	61.7166
1199	3.633203	398.8182	24.74307	0.334975	10.00787	54.7862
1200	1.636545	363.4289	32.35397	1.234679	7.913043	75.5912
1201	4.393132	366.3345	26.20351	0.568639	9.761006	52.0163
1202	5.900382	569.7814	20.81681	0.453762	12.92195	73.8912
1203	5.512236	532.1021	20.17862	-0.02372	14.40625	36.6352
1204	2.703761	526.5175	29.04358	0.86035	11.84615	51.6617
1205	3.698528	620.9758	22.07942	0.571822	12.21795	61.5699
1206	4.00773	659.0883	20.25925	0.040164	13.74419	40.0543
1207	3.689348	608.1589	19.2309	0.03873	11.66667	74.2983
1208	3.952142	664.9246	22.94573	0.178799	14.91761	48.3681
1209	3.7888	450.2929	25.80677	0.70637	10.62411	42.5258
1210	4.849256	609.4828	24.7267	0.484589	12.25306	70.9066
1211	2.323121	250.9688	25.14781	0.922795	7.2657	48.0284
1212	2.890703	526.1969	22.24813	0.391921	14.31132	37.4274
1213	3.910639	527.9518	20.09634	0.022937	14.26087	49.4963
1214	3.232478	463.8294	28.93039	1.114268	11.38136	87.465
1215	1.813608	202.3519	36.9562	1.448224	6.024194	81.0714
1216	9.773074	451.5918	9.790909	-0.77385	13.9	67.086
1217	8.572645	545.1526	8.96291	-0.54548	15.80808	33.1815
1218	12.09408	496.7379	4.328349	-0.26114	15.53448	48.5997
1219	3.042827	296.8292	22.87612	0.836655	9.123457	58.4818
1220	3.588755	501.4884	27.37241	0.405679	13.22549	59.6538
1221	3.099786	484.1398	23.73992	0.702626	11.25994	64.0416
1222	2.488132	446.6644	29.29869	0.496538	10.5	65.1989
1223	5.912597	449.1326	22.55724	0.475071	13.93103	73.1957
1224	4.955579	485.5375	21.59555	0.075177	12.1875	51.1283
1225	5.327657	446.9719	22.16796	0.873158	11.41791	78.1094
1226	5.3637	456.7209	16.85751	-0.57632	11.9322	43.4205
1227	4.980318	470.4471	21.63294	0.151053	12.14932	45.5595
1228	3.481129	471.3513	21.08112	0.18838	11.3125	58.2221
1229	5.049899	614.5341	18.97625	0.217551	14.9481	56.4788
1230	4.65948	608.9197	24.54808	0.638496	14.31313	54.0938
1231	6.625969	443.4765	13.33531	0.79038	12.73737	65.8046
1232	4.439566	302.2003	24.05853	1.111704	9.139423	76.2918
1233	4.385673	672.7137	22.44976	0.166202	12.44928	44.8668
1234	4.679055	280.7736	21.19747	0.47199	9.603226	72.7636
1235	4.249348	580.481	25.90906	0.179965	14.01695	57.5659
1236	2.854025	570.4208	31.15982	0.594208	12.99065	29.6012
1237	4.665803	476.441	20.95152	-0.03356	14.01835	64.9912
1238	3.110395	428.5968	30.28116	1.100113	11.40288	73.6801
1239	4.466496	483.7563	21.98324	0.045522	13.16798	42.3344
1240	4.480818	445.1618	25.14388	0.7114	11.49265	67.1618
1241	3.776491	500.7661	21.08173	-0.02908	10.94118	54.4874
1242	5.639262	496.4677	21.27086	1.057909	11.688	96.2061
1243	4.163885	627.8879	23.16722	-0.13221	13.66456	35.945
1244	16.75407	416.7651	10.22737	-0.25866	14.95918	91.3734
1245	14.10609	506.7482	10.01724	-1.38479	16.28205	22.3501
1246	9.257557	515.8286	11.58718	-0.79816	14.84746	55.6973
1247	10.50682	538.3431	11.26057	-1.18537	15.64	39.8917
1248	14.09231	406.9569	12.76843	-0.31075	14.904	89.6725
1249	3.127342	409.0948	32.98099	0.6098	10.3865	39.9799
1250	3.060092	582.6002	30.53693	0.638942	12.74494	59.192
1251	3.131301	309.6507	25.41564	0.757774	8.997059	63.26
1252	12.43773	555.9821	10.31122	-0.77331	15.92661	71.0291
1253	5.206232	585.4575	19.37064	0.352438	14.12121	60.1856
1254	5.855599	594.697	18.70227	-0.16192	14.42963	58.6215
1255	3.676714	585.4652	24.08211	0.85151	12.75135	91.6424
1256	4.133135	585.3487	20.57236	0.533621	13.93846	54.6038
1257	6.283432	548.8784	14.12811	0.029236	13.88525	67.187
1258	4.397568	553.3191	17.45593	0.165694	14.44944	68.841
1259	3.307521	580.9972	20.3749	0.796284	13.88	82.1421
1260	4.610654	573.5349	21.39665	0.085147	14.12389	76.3114
1261	5.336395	543.9684	14.90111	0.132987	14.77778	72.3259
1262	4.896958	488.6116	23.2973	-0.02945	13.64835	55.2263
1263	2.464279	451.5603	27.61709	1.025843	10.53135	67.7915
1264	0.906878	198.9686	36.0356	2.179074	5.781818	55.5658
1265	1.175397	202.801	36.71327	1.690059	6.195455	51.4886
1266	4.756148	585.0456	20.31368	0.256933	14.91129	61.8178
1267	5.15338	610.6868	22.52204	-0.39725	14.77632	28.3763
1268	4.804588	581.8629	22.72413	1.005146	12.90741	76.9784
1269	3.2148	551.4154	30.14506	0.675356	11.89333	62.623
1270	2.570383	560.8577	26.06261	1.037622	12.13043	69.5847
1271	6.519125	597.1679	18.00737	0.210843	13.43636	74.7482
1272	6.13857	726.2219	11.90535	-0.42687	13.88636	37.4023
1273	9.449008	604.2472	10.74338	-0.39027	15.16832	64.7618
1274	7.579543	653.5899	15.49732	-0.7257	14.96	51.1431
1275	6.081433	723.3698	11.90475	-0.7516	14.64935	27.3985
1276	9.783296	706.8449	9.831232	-1.22843	14.73077	31.4949
1277	8.389473	655.8099	11.20757	-0.53867	15.27049	59.8111
1278	3.779669	247.3818	19.87992	0.641163	9.048077	83.2008
1279	3.87489	593.6216	21.48373	-0.11552	14.0359	37.2078
1280	3.78254	523.1529	27.96875	-0.00834	14.21714	21.7356
1281	4.031129	522.4398	28.10871	0.572961	13.58491	78.0595
1282	3.881913	494.3113	21.76629	0.493023	11.33181	66.1745
1283	4.910972	541.2589	16.37001	0.437749	13.56	66.0019
1284	6.012302	612.6457	10.81732	-0.19116	15.05085	37.728
1285	5.448636	532.082	18.62561	0.483675	13.05063	64.5078
1286	4.493776	511.1127	21.51943	0.674499	11.55063	67.3139
1287	4.926871	530.2054	18.65671	0.369755	12.43038	80.8778
1288	4.228904	558.0258	24.75218	0.511328	12.10375	60.3643
1289	3.948868	610.9335	23.51208	0.141781	13.26563	38.7811
1290	7.132356	641.5852	13.86053	-0.41413	15.07292	64.9243
1291	6.695993	477.2309	15.62596	0.249336	12.26932	62.6786
1292	5.209941	512.8294	23.96756	1.317115	11.89362	50.6999
1293	5.142825	503.2252	24.43383	0.728897	10.57143	52.6261
1294	3.244501	536.822	24.72799	0.208471	11.74054	35.8901
1295	6.091709	535.1366	18.36896	0.008069	13.55866	66.6116
1296	3.742563	306.4726	20.28333	0.479167	9.905444	40.6807
1297	2.87405	497.0904	24.73352	0.933146	13.37113	47.3106
